citation_raw,record_key,title,coverDate,publicationName,doi,eid,scopus_id,citedby_count,prism_url
Jain K. (2006) 'Subsoiling - A strategy to combat water scarcity and enhanced productivity of groundnut crop'. AMA Agricultural Mechanization in Asia Africa and Latin America.,subsoilingastrategytocombatwaterscarcityandenhancedproductivityofgroundnutcrop,Subsoiling - A strategy to combat water scarcity and enhanced productivity of groundnut crop,2006-06-01,AMA Agricultural Mechanization in Asia Africa and Latin America,,2-s2.0-33845809506,33845809506,1,https://api.elsevier.com/content/abstract/scopus_id/33845809506
"Mushtaq S. (2006) 'An assessment of the role of ponds in the adoption of water-saving irrigation practices in the Zhanghe Irrigation System, China'. Agricultural Water Management. https://doi.org/10.1016/j.agwat.2005.10.004",10.1016/j.agwat.2005.10.004,"An assessment of the role of ponds in the adoption of water-saving irrigation practices in the Zhanghe Irrigation System, China",2006-05-16,Agricultural Water Management,10.1016/j.agwat.2005.10.004,2-s2.0-33646534185,33646534185,66,https://api.elsevier.com/content/abstract/scopus_id/33646534185
Reid P. (2006) 'Living and responding to multiple stressors in South Africa-Glimpses from KwaZulu-Natal'. Global Environmental Change. https://doi.org/10.1016/j.gloenvcha.2006.01.003,10.1016/j.gloenvcha.2006.01.003,Living and responding to multiple stressors in South Africa-Glimpses from KwaZulu-Natal,2006-05-01,Global Environmental Change,10.1016/j.gloenvcha.2006.01.003,2-s2.0-33646502578,33646502578,186,https://api.elsevier.com/content/abstract/scopus_id/33646502578
Saito K. (2006) 'Response of traditional and improved upland rice cultivars to N and P fertilizer in northern Laos'. Field Crops Research. https://doi.org/10.1016/j.fcr.2005.07.003,10.1016/j.fcr.2005.07.003,Response of traditional and improved upland rice cultivars to N and P fertilizer in northern Laos,2006-04-30,Field Crops Research,10.1016/j.fcr.2005.07.003,2-s2.0-32644486636,32644486636,64,https://api.elsevier.com/content/abstract/scopus_id/32644486636
Elmqvist B. (2006) 'Livelihood diversification and land use change in the Sahel: An interdisciplinary analysis of gum arabic in Sudan'. Meddelanden Fran Lunds Universitets Geografiska Institutioner Avhandlingar.,livelihooddiversificationandlandusechangeinthesahelaninterdisciplinaryanalysisofgumarabicinsudan,Livelihood diversification and land use change in the Sahel: An interdisciplinary analysis of gum arabic in Sudan,2006-04-27,Meddelanden Fran Lunds Universitets Geografiska Institutioner Avhandlingar,,2-s2.0-33645916387,33645916387,1,https://api.elsevier.com/content/abstract/scopus_id/33645916387
Molua E.L. (2006) 'Climatic trends in Cameroon: Implications for agricultural management'. Climate Research. https://doi.org/10.3354/cr030255,10.3354/cr030255,Climatic trends in Cameroon: Implications for agricultural management,2006-04-26,Climate Research,10.3354/cr030255,2-s2.0-33646790182,33646790182,79,https://api.elsevier.com/content/abstract/scopus_id/33646790182
Reynolds M.P. (2006) 'Applying innovations and new technologies for international collaborative wheat improvement'. Journal of Agricultural Science. https://doi.org/10.1017/s0021859606005879,10.1017/s0021859606005879,Applying innovations and new technologies for international collaborative wheat improvement,2006-04-01,Journal of Agricultural Science,10.1017/s0021859606005879,2-s2.0-33646502833,33646502833,68,https://api.elsevier.com/content/abstract/scopus_id/33646502833
Gomes L.D.C. (2006) 'Cage culture of tambaqui (Colossoma macropomum) in a central Amazon floodplain lake'. Aquaculture. https://doi.org/10.1016/j.aquaculture.2005.08.020,10.1016/j.aquaculture.2005.08.020,Cage culture of tambaqui (Colossoma macropomum) in a central Amazon floodplain lake,2006-03-31,Aquaculture,10.1016/j.aquaculture.2005.08.020,2-s2.0-33644971738,33644971738,86,https://api.elsevier.com/content/abstract/scopus_id/33644971738
Tryjanowski P. (2006) 'Is body size of the water frog Rana esculenta complex responding to climate change?'. Naturwissenschaften. https://doi.org/10.1007/s00114-006-0085-2,10.1007/s00114-006-0085-2,Is body size of the water frog Rana esculenta complex responding to climate change?,2006-03-01,Naturwissenschaften,10.1007/s00114-006-0085-2,2-s2.0-33644973478,33644973478,44,https://api.elsevier.com/content/abstract/scopus_id/33644973478
Morgan S. (2006) 'Threatened fishes of the world: Hippocampus comes cantor 1850 (Syngnathidae)'. Environmental Biology of Fishes. https://doi.org/10.1007/s10641-005-0003-z,10.1007/s10641-005-0003-z,Threatened fishes of the world: Hippocampus comes cantor 1850 (Syngnathidae),2006-03-01,Environmental Biology of Fishes,10.1007/s10641-005-0003-z,2-s2.0-33646510342,33646510342,7,https://api.elsevier.com/content/abstract/scopus_id/33646510342
Adite A. (2006) 'Population structure and reproduction of the African bonytongue Heterotis niloticus in the Sô River-floodplain system (West Africa): Implications for management'. Ecology of Freshwater Fish. https://doi.org/10.1111/j.1600-0633.2005.00119.x,10.1111/j.1600-0633.2005.00119.x,Population structure and reproduction of the African bonytongue Heterotis niloticus in the Sô River-floodplain system (West Africa): Implications for management,2006-03-01,Ecology of Freshwater Fish,10.1111/j.1600-0633.2005.00119.x,2-s2.0-33745956469,33745956469,28,https://api.elsevier.com/content/abstract/scopus_id/33745956469
Jongdee B. (2006) 'Improving drought tolerance in rainfed lowland rice: An example from Thailand'. Agricultural Water Management. https://doi.org/10.1016/j.agwat.2005.07.015,10.1016/j.agwat.2005.07.015,Improving drought tolerance in rainfed lowland rice: An example from Thailand,2006-02-24,Agricultural Water Management,10.1016/j.agwat.2005.07.015,2-s2.0-31544479764,31544479764,109,https://api.elsevier.com/content/abstract/scopus_id/31544479764
Arteaga K. (2006) 'Climatic variability related to El Niño in Ecuador - A historical background'. Advances in Geosciences. https://doi.org/10.5194/adgeo-6-237-2006,10.5194/adgeo-6-237-2006,Climatic variability related to El Niño in Ecuador - A historical background,2006-02-22,Advances in Geosciences,10.5194/adgeo-6-237-2006,2-s2.0-33646340455,33646340455,10,https://api.elsevier.com/content/abstract/scopus_id/33646340455
Klopper E. (2006) 'Seasonal climate forecasts - Potential agricultural-risk management tools?'. Climatic Change. https://doi.org/10.1007/s10584-005-9019-9,10.1007/s10584-005-9019-9,Seasonal climate forecasts - Potential agricultural-risk management tools?,2006-02-01,Climatic Change,10.1007/s10584-005-9019-9,2-s2.0-33744959376,33744959376,83,https://api.elsevier.com/content/abstract/scopus_id/33744959376
Reynolds M.P. (2006) 'Impacts of breeding on international collaborative wheat improvement'. Journal of Agricultural Science. https://doi.org/10.1017/s0021859606005867,10.1017/s0021859606005867,Impacts of breeding on international collaborative wheat improvement,2006-02-01,Journal of Agricultural Science,10.1017/s0021859606005867,2-s2.0-33646257305,33646257305,139,https://api.elsevier.com/content/abstract/scopus_id/33646257305
Buerkert A. (2006) 'Cultivation and taxonomic classification of wheat landraces in the upper Panjsher valley of Afghanistan after 23 years of war'. Genetic Resources and Crop Evolution. https://doi.org/10.1007/s10722-004-0717-3,10.1007/s10722-004-0717-3,Cultivation and taxonomic classification of wheat landraces in the upper Panjsher valley of Afghanistan after 23 years of war,2006-02-01,Genetic Resources and Crop Evolution,10.1007/s10722-004-0717-3,2-s2.0-31344448264,31344448264,18,https://api.elsevier.com/content/abstract/scopus_id/31344448264
"Khanal N.R. (2006) 'Abandonment of agricultural land and its consequences: A case study in the Sikles Area, Gandaki Basin, Nepal Himalaya'. Mountain Research and Development. https://doi.org/10.1659/0276-4741(2006)026[0032:aoalai]2.0.co;2",10.1659/0276-4741(2006)026[0032:aoalai]2.0.co;2,"Abandonment of agricultural land and its consequences: A case study in the Sikles Area, Gandaki Basin, Nepal Himalaya",2006-02-01,Mountain Research and Development,10.1659/0276-4741(2006)026[0032:aoalai]2.0.co;2,2-s2.0-33750717245,33750717245,204,https://api.elsevier.com/content/abstract/scopus_id/33750717245
Tian Y. (2006) 'Long-term changes in the fish community structure from the Tsushima warm current region of the Japan/East Sea with an emphasis on the impacts of fishing and climate regime shift over the last four decades'. Progress in Oceanography. https://doi.org/10.1016/j.pocean.2006.02.009,10.1016/j.pocean.2006.02.009,Long-term changes in the fish community structure from the Tsushima warm current region of the Japan/East Sea with an emphasis on the impacts of fishing and climate regime shift over the last four decades,2006-02-01,Progress in Oceanography,10.1016/j.pocean.2006.02.009,2-s2.0-33645850153,33645850153,100,https://api.elsevier.com/content/abstract/scopus_id/33645850153
Vasconcelos J. (2006) 'Factors potentially affecting fertility of lactating dairy cow recipients'. Theriogenology. https://doi.org/10.1016/j.theriogenology.2005.09.030,10.1016/j.theriogenology.2005.09.030,Factors potentially affecting fertility of lactating dairy cow recipients,2006-01-07,Theriogenology,10.1016/j.theriogenology.2005.09.030,2-s2.0-28044462702,28044462702,60,https://api.elsevier.com/content/abstract/scopus_id/28044462702
Mall R.K. (2006) 'Impact of climate change on Indian agriculture: A review'. Climatic Change. https://doi.org/10.1007/s10584-005-9042-x,10.1007/s10584-005-9042-x,Impact of climate change on Indian agriculture: A review,2006-01-01,Climatic Change,10.1007/s10584-005-9042-x,2-s2.0-33749320231,33749320231,353,https://api.elsevier.com/content/abstract/scopus_id/33749320231
"Elijah O.A. (2006) 'The effect of climate on poultry productivity in Ilorin Kwara State, Nigeria'. International Journal of Poultry Science. https://doi.org/10.3923/ijps.2006.1061.1068",10.3923/ijps.2006.1061.1068,"The effect of climate on poultry productivity in Ilorin Kwara State, Nigeria",2006-01-01,International Journal of Poultry Science,10.3923/ijps.2006.1061.1068,2-s2.0-33847069247,33847069247,24,https://api.elsevier.com/content/abstract/scopus_id/33847069247
"Ifejika Speranza C. (2006) 'Post-harvest management strategies, drought vulnerability and food security'. Risk21 Coping with Risks Due to Natural Hazards in the 21st Century Proceedings of the Risk21 Workshop. https://doi.org/10.1201/9780203963562.part3",10.1201/9780203963562.part3,"Post-harvest management strategies, drought vulnerability and food security",2006-01-01,Risk21 Coping with Risks Due to Natural Hazards in the 21st Century Proceedings of the Risk21 Workshop,10.1201/9780203963562.part3,2-s2.0-84857497301,84857497301,0,https://api.elsevier.com/content/abstract/scopus_id/84857497301
Roux A.S. (2006) 'Promoting the effective use of water in the irrigation of permanent crops in the Western Cape Province of South Africa'. Wit Transactions on Ecology and the Environment. https://doi.org/10.2495/si060321,10.2495/si060321,Promoting the effective use of water in the irrigation of permanent crops in the Western Cape Province of South Africa,2006-01-01,Wit Transactions on Ecology and the Environment,10.2495/si060321,2-s2.0-36148947462,36148947462,0,https://api.elsevier.com/content/abstract/scopus_id/36148947462
Lal R. (2006) 'Land area for establishing biofuel plantations[1]'. Energy for Sustainable Development. https://doi.org/10.1016/s0973-0826(08)60533-5,10.1016/s0973-0826(08)60533-5,Land area for establishing biofuel plantations[1],2006-01-01,Energy for Sustainable Development,10.1016/s0973-0826(08)60533-5,2-s2.0-33645511975,33645511975,16,https://api.elsevier.com/content/abstract/scopus_id/33645511975
Arora S. (2006) 'Effect of in-situ soil moisture conservation practices on soil moisture storage and yield of maize (Zea mays L.) in a rainfed foothill region of North-West India'. Tropical Agriculture.,effectofinsitusoilmoistureconservationpracticesonsoilmoisturestorageandyieldofmaizezeamayslinarainfedfoothillregionofnorthwestindia,Effect of in-situ soil moisture conservation practices on soil moisture storage and yield of maize (Zea mays L.) in a rainfed foothill region of North-West India,2006-01-01,Tropical Agriculture,,2-s2.0-84865473437,84865473437,3,https://api.elsevier.com/content/abstract/scopus_id/84865473437
Palada M.C. (2006) 'The role of AVRDC - The world vegetable center in enhancing and promoting vegetable production in the tropics'. Hortscience. https://doi.org/10.21273/hortsci.41.3.556,10.21273/hortsci.41.3.556,The role of AVRDC - The world vegetable center in enhancing and promoting vegetable production in the tropics,2006-01-01,Hortscience,10.21273/hortsci.41.3.556,2-s2.0-33646480762,33646480762,9,https://api.elsevier.com/content/abstract/scopus_id/33646480762
Alexander B. (2006) 'Sustainable livelihood considerations for disaster risk management: Implications for implementation of the Government of Indonesia tsunami recovery plan'. Disaster Prevention and Management an International Journal. https://doi.org/10.1108/09653560610654220,10.1108/09653560610654220,Sustainable livelihood considerations for disaster risk management: Implications for implementation of the Government of Indonesia tsunami recovery plan,2006-01-01,Disaster Prevention and Management an International Journal,10.1108/09653560610654220,2-s2.0-33645020762,33645020762,51,https://api.elsevier.com/content/abstract/scopus_id/33645020762
"Schneider L.C. (2006) 'Invasive species and land-use: The effect of land management practices on bracken fern invasion in the region of Calakmul, Mexico'. Journal of Latin American Geography. https://doi.org/10.1353/lag.2006.0028",10.1353/lag.2006.0028,"Invasive species and land-use: The effect of land management practices on bracken fern invasion in the region of Calakmul, Mexico",2006-01-01,Journal of Latin American Geography,10.1353/lag.2006.0028,2-s2.0-33751367003,33751367003,37,https://api.elsevier.com/content/abstract/scopus_id/33751367003
Morita K. (2006) 'Population dynamics of Japanese pink salmon (Oncorhynchus gorbuscha): Are recent increases explained by hatchery programs or climatic variations?'. Canadian Journal of Fisheries and Aquatic Sciences. https://doi.org/10.1139/f05-207,10.1139/f05-207,Population dynamics of Japanese pink salmon (Oncorhynchus gorbuscha): Are recent increases explained by hatchery programs or climatic variations?,2006-01-01,Canadian Journal of Fisheries and Aquatic Sciences,10.1139/f05-207,2-s2.0-33645726458,33645726458,33,https://api.elsevier.com/content/abstract/scopus_id/33645726458
Hylland K. (2006) 'May organic pollutants affect fish populations in the north sea?'. Journal of Toxicology and Environmental Health Part A. https://doi.org/10.1080/15287390500259392,10.1080/15287390500259392,May organic pollutants affect fish populations in the north sea?,2006-01-01,Journal of Toxicology and Environmental Health Part A,10.1080/15287390500259392,2-s2.0-28344440862,28344440862,42,https://api.elsevier.com/content/abstract/scopus_id/28344440862
Coate B. (2006) 'Taking care of people and communities: Rebuilding livelihoods through NGOs and the informal economy in Southern Thailand'. Disaster Prevention and Management an International Journal. https://doi.org/10.1108/09653560610654293,10.1108/09653560610654293,Taking care of people and communities: Rebuilding livelihoods through NGOs and the informal economy in Southern Thailand,2006-01-01,Disaster Prevention and Management an International Journal,10.1108/09653560610654293,2-s2.0-33645017226,33645017226,26,https://api.elsevier.com/content/abstract/scopus_id/33645017226
Lee J.H.W. (2006) 'Eutrophication dynamics in Hong Kong coastal waters: Physical and biological interactions'. Environment in Asia Pacific Harbours. https://doi.org/10.1007/1-4020-3655-8_13,10.1007/1-4020-3655-8_13,Eutrophication dynamics in Hong Kong coastal waters: Physical and biological interactions,2006-01-01,Environment in Asia Pacific Harbours,10.1007/1-4020-3655-8_13,2-s2.0-34250790084,34250790084,80,https://api.elsevier.com/content/abstract/scopus_id/34250790084
"Peng B. (2006) 'On the measurement of socioeconomic benefits of integrated coastal management (ICM): Application to Xiamen, China'. Ocean and Coastal Management. https://doi.org/10.1016/j.ocecoaman.2006.02.002",10.1016/j.ocecoaman.2006.02.002,"On the measurement of socioeconomic benefits of integrated coastal management (ICM): Application to Xiamen, China",2006-01-01,Ocean and Coastal Management,10.1016/j.ocecoaman.2006.02.002,2-s2.0-33646354607,33646354607,31,https://api.elsevier.com/content/abstract/scopus_id/33646354607
Lebel L. (2006) 'Tales from the margins: Small fishers in post-tsunami Thailand'. Disaster Prevention and Management an International Journal. https://doi.org/10.1108/09653560610654284,10.1108/09653560610654284,Tales from the margins: Small fishers in post-tsunami Thailand,2006-01-01,Disaster Prevention and Management an International Journal,10.1108/09653560610654284,2-s2.0-33645036261,33645036261,23,https://api.elsevier.com/content/abstract/scopus_id/33645036261
Wösten H. (2006) 'Tropical peatland water management modelling of the air hitam laut catchment in indonesia'. International Journal of River Basin Management. https://doi.org/10.1080/15715124.2006.9635293,10.1080/15715124.2006.9635293,Tropical peatland water management modelling of the air hitam laut catchment in indonesia,2006-01-01,International Journal of River Basin Management,10.1080/15715124.2006.9635293,2-s2.0-85010622330,85010622330,32,https://api.elsevier.com/content/abstract/scopus_id/85010622330
McKinnon A.D. (2006) 'Darwin harbour: Water quality and ecosystem structure on a tropical harbour in the early stages of urban development'. Environment in Asia Pacific Harbours. https://doi.org/10.1007/1-4020-3655-8_25,10.1007/1-4020-3655-8_25,Darwin harbour: Water quality and ecosystem structure on a tropical harbour in the early stages of urban development,2006-01-01,Environment in Asia Pacific Harbours,10.1007/1-4020-3655-8_25,2-s2.0-46249086986,46249086986,25,https://api.elsevier.com/content/abstract/scopus_id/46249086986
Olubiyo S.O. (2005) 'An assessment of the operation of agricultural insurance scheme in Nigeria'. Savings and Development.,anassessmentoftheoperationofagriculturalinsuranceschemeinnigeria,An assessment of the operation of agricultural insurance scheme in Nigeria,2005-12-14,Savings and Development,,2-s2.0-28644435262,28644435262,1,https://api.elsevier.com/content/abstract/scopus_id/28644435262
Salinger M.J. (2005) 'Reducing vulnerability of agriculture and forestry to climate variability and change: Workshop summary and recommendations'. Increasing Climate Variability and Change Reducing the Vulnerability of Agriculture and Forestry. https://doi.org/10.1007/1-4020-4166-7_18,10.1007/1-4020-4166-7_18,Reducing vulnerability of agriculture and forestry to climate variability and change: Workshop summary and recommendations,2005-12-01,Increasing Climate Variability and Change Reducing the Vulnerability of Agriculture and Forestry,10.1007/1-4020-4166-7_18,2-s2.0-84892355367,84892355367,32,https://api.elsevier.com/content/abstract/scopus_id/84892355367
Deressa T. (2005) 'Measuring the impact of climate change on south african agriculture: The case of sugarcane growing regions'. Agrekon. https://doi.org/10.1080/03031853.2005.9523726,10.1080/03031853.2005.9523726,Measuring the impact of climate change on south african agriculture: The case of sugarcane growing regions,2005-12-01,Agrekon,10.1080/03031853.2005.9523726,2-s2.0-33749606959,33749606959,93,https://api.elsevier.com/content/abstract/scopus_id/33749606959
Easterling W. (2005) 'Assessing the consequences of climate change for food and forest resources: A view from the IPCC'. Increasing Climate Variability and Change Reducing the Vulnerability of Agriculture and Forestry. https://doi.org/10.1007/1-4020-4166-7_8,10.1007/1-4020-4166-7_8,Assessing the consequences of climate change for food and forest resources: A view from the IPCC,2005-12-01,Increasing Climate Variability and Change Reducing the Vulnerability of Agriculture and Forestry,10.1007/1-4020-4166-7_8,2-s2.0-84892354923,84892354923,24,https://api.elsevier.com/content/abstract/scopus_id/84892354923
Eriksen S.H. (2005) 'The dynamics of vulnerability: Locating coping strategies in Kenya and Tanzania'. Geographical Journal. https://doi.org/10.1111/j.1475-4959.2005.00174.x,10.1111/j.1475-4959.2005.00174.x,The dynamics of vulnerability: Locating coping strategies in Kenya and Tanzania,2005-12-01,Geographical Journal,10.1111/j.1475-4959.2005.00174.x,2-s2.0-33745251069,33745251069,320,https://api.elsevier.com/content/abstract/scopus_id/33745251069
"Boulahya M. (2005) 'Climate, communications, and innovative technologies: Potential impacts and sustainability of new radio and internet linkages in rural African communities'. Increasing Climate Variability and Change Reducing the Vulnerability of Agriculture and Forestry. https://doi.org/10.1007/1-4020-4166-7_15",10.1007/1-4020-4166-7_15,"Climate, communications, and innovative technologies: Potential impacts and sustainability of new radio and internet linkages in rural African communities",2005-12-01,Increasing Climate Variability and Change Reducing the Vulnerability of Agriculture and Forestry,10.1007/1-4020-4166-7_15,2-s2.0-84892199790,84892199790,2,https://api.elsevier.com/content/abstract/scopus_id/84892199790
"Ofori J. (2005) 'Performance of rice cultivars in various Sawah ecosystems developed in Inland valleys, Ashanti region, Ghana'. Soil Science and Plant Nutrition. https://doi.org/10.1111/j.1747-0765.2005.tb00054.x",10.1111/j.1747-0765.2005.tb00054.x,"Performance of rice cultivars in various Sawah ecosystems developed in Inland valleys, Ashanti region, Ghana",2005-12-01,Soil Science and Plant Nutrition,10.1111/j.1747-0765.2005.tb00054.x,2-s2.0-33749343809,33749343809,13,https://api.elsevier.com/content/abstract/scopus_id/33749343809
Ringler C. (2005) 'Globalization - What's in it for the poor in terms of water and food security?'. World Water Congress 2005 Impacts of Global Climate Change Proceedings of the 2005 World Water and Environmental Resources Congress. https://doi.org/10.1061/40792(173)534,10.1061/40792(173)534,Globalization - What's in it for the poor in terms of water and food security?,2005-12-01,World Water Congress 2005 Impacts of Global Climate Change Proceedings of the 2005 World Water and Environmental Resources Congress,10.1061/40792(173)534,2-s2.0-37249074323,37249074323,1,https://api.elsevier.com/content/abstract/scopus_id/37249074323
Ikegami Y. (2005) 'Oceanic observation and investigation for utilization of ocean energy in the Fiji'. Proceedings of the International Offshore and Polar Engineering Conference.,oceanicobservationandinvestigationforutilizationofoceanenergyinthefiji,Oceanic observation and investigation for utilization of ocean energy in the Fiji,2005-12-01,Proceedings of the International Offshore and Polar Engineering Conference,,2-s2.0-33646683362,33646683362,1,https://api.elsevier.com/content/abstract/scopus_id/33646683362
Petit C.C. (2005) 'Supporting coastal and lake applications with the help of remote sensing'. International Geoscience and Remote Sensing Symposium IGARSS. https://doi.org/10.1109/igarss.2005.1525642,10.1109/igarss.2005.1525642,Supporting coastal and lake applications with the help of remote sensing,2005-12-01,International Geoscience and Remote Sensing Symposium IGARSS,10.1109/igarss.2005.1525642,2-s2.0-33745726780,33745726780,0,https://api.elsevier.com/content/abstract/scopus_id/33745726780
"Webby R.B. (2005) 'The Mekong - Applications of value at risk (VaR) and conditional value at risk (CVaR) simulation to the benefits, costs and consequences of water resources development in a large river basin'. Modsim05 International Congress on Modelling and Simulation Advances and Applications for Management and Decision Making Proceedings.",themekongapplicationsofvalueatriskvarandconditionalvalueatriskcvarsimulationtothebenefitscostsandconsequencesofwaterresourcesdevelopmentinalargeriverbasin,"The Mekong - Applications of value at risk (VaR) and conditional value at risk (CVaR) simulation to the benefits, costs and consequences of water resources development in a large river basin",2005-12-01,Modsim05 International Congress on Modelling and Simulation Advances and Applications for Management and Decision Making Proceedings,,2-s2.0-80053101900,80053101900,1,https://api.elsevier.com/content/abstract/scopus_id/80053101900
Baniameri V. (2005) 'Life table and age-dependent reproduction of the predatory bug Orius niger Wolff (Heteroptera: Anthocoridae) at three constant temperatures: A demographic analysis'. Applied Entomology and Zoology. https://doi.org/10.1303/aez.2005.545,10.1303/aez.2005.545,Life table and age-dependent reproduction of the predatory bug Orius niger Wolff (Heteroptera: Anthocoridae) at three constant temperatures: A demographic analysis,2005-12-01,Applied Entomology and Zoology,10.1303/aez.2005.545,2-s2.0-33644518213,33644518213,22,https://api.elsevier.com/content/abstract/scopus_id/33644518213
"Baran E. (2005) 'BayFish - Tonle Sap: A Bayesian model of the fish production in the Tonle Sap Great Lake, Cambodia'. Modsim05 International Congress on Modelling and Simulation Advances and Applications for Management and Decision Making Proceedings.",bayfishtonlesapabayesianmodelofthefishproductioninthetonlesapgreatlakecambodia,"BayFish - Tonle Sap: A Bayesian model of the fish production in the Tonle Sap Great Lake, Cambodia",2005-12-01,Modsim05 International Congress on Modelling and Simulation Advances and Applications for Management and Decision Making Proceedings,,2-s2.0-80053114157,80053114157,1,https://api.elsevier.com/content/abstract/scopus_id/80053114157
Wezel A. (2005) 'Does remoteness from urban centres influence plant diversity in homegardens and swidden fields? A case study from the Matsiguenka in the Amazonian Rain Forest of Peru'. Agroforestry Systems. https://doi.org/10.1007/s10457-005-3649-9,10.1007/s10457-005-3649-9,Does remoteness from urban centres influence plant diversity in homegardens and swidden fields? A case study from the Matsiguenka in the Amazonian Rain Forest of Peru,2005-12-01,Agroforestry Systems,10.1007/s10457-005-3649-9,2-s2.0-27744495798,27744495798,44,https://api.elsevier.com/content/abstract/scopus_id/27744495798
Dudgeon D. (2005) 'River rehabilitation for conservation of fish biodiversity in moonsonal Asia'. Ecology and Society.,riverrehabilitationforconservationoffishbiodiversityinmoonsonalasia,River rehabilitation for conservation of fish biodiversity in moonsonal Asia,2005-12-01,Ecology and Society,,2-s2.0-31544469831,31544469831,87,https://api.elsevier.com/content/abstract/scopus_id/31544469831
"Bharwani S. (2005) 'Multi-agent modelling of climate outlooks and food security on a community garden scheme in Limpopo, South Africa'. Philosophical Transactions of the Royal Society B Biological Sciences. https://doi.org/10.1098/rstb.2005.1742",10.1098/rstb.2005.1742,"Multi-agent modelling of climate outlooks and food security on a community garden scheme in Limpopo, South Africa",2005-11-29,Philosophical Transactions of the Royal Society B Biological Sciences,10.1098/rstb.2005.1742,2-s2.0-33645743463,33645743463,97,https://api.elsevier.com/content/abstract/scopus_id/33645743463
"Haile M. (2005) 'Weather patterns, food security and humanitarian response in sub-Saharan Africa'. Philosophical Transactions of the Royal Society B Biological Sciences. https://doi.org/10.1098/rstb.2005.1746",10.1098/rstb.2005.1746,"Weather patterns, food security and humanitarian response in sub-Saharan Africa",2005-11-29,Philosophical Transactions of the Royal Society B Biological Sciences,10.1098/rstb.2005.1746,2-s2.0-33645730029,33645730029,227,https://api.elsevier.com/content/abstract/scopus_id/33645730029
Ngigi S. (2005) 'Hydro-economic evaluation of rainwater harvesting and management technologies: Farmers' investment options and risks in semi-arid Laikipia district of Kenya'. Physics and Chemistry of the Earth. https://doi.org/10.1016/j.pce.2005.08.020,10.1016/j.pce.2005.08.020,Hydro-economic evaluation of rainwater harvesting and management technologies: Farmers' investment options and risks in semi-arid Laikipia district of Kenya,2005-11-16,Physics and Chemistry of the Earth,10.1016/j.pce.2005.08.020,2-s2.0-27644538563,27644538563,66,https://api.elsevier.com/content/abstract/scopus_id/27644538563
"Scodanibbio L. (2005) 'The World Commission on Dams: A fundamental step towards integrated water resources management and poverty reduction? A pilot case in the Lower Zambezi, Mozambique'. Physics and Chemistry of the Earth. https://doi.org/10.1016/j.pce.2005.08.045",10.1016/j.pce.2005.08.045,"The World Commission on Dams: A fundamental step towards integrated water resources management and poverty reduction? A pilot case in the Lower Zambezi, Mozambique",2005-11-16,Physics and Chemistry of the Earth,10.1016/j.pce.2005.08.045,2-s2.0-27644591448,27644591448,27,https://api.elsevier.com/content/abstract/scopus_id/27644591448
"Eakin H. (2005) 'Market shocks and climate variability: The coffee crisis in Mexico, Guatimala and Honduras'. Mountain Research and Development. https://doi.org/10.1659/0276-4741(2005)025[0304:msacvt]2.0.co;2",10.1659/0276-4741(2005)025[0304:msacvt]2.0.co;2,"Market shocks and climate variability: The coffee crisis in Mexico, Guatimala and Honduras",2005-11-01,Mountain Research and Development,10.1659/0276-4741(2005)025[0304:msacvt]2.0.co;2,2-s2.0-33847032389,33847032389,26,https://api.elsevier.com/content/abstract/scopus_id/33847032389
"Eakin H. (2005) 'Institutional change, climate risk, and rural vulnerability: Cases from Central Mexico'. World Development. https://doi.org/10.1016/j.worlddev.2005.06.005",10.1016/j.worlddev.2005.06.005,"Institutional change, climate risk, and rural vulnerability: Cases from Central Mexico",2005-11-01,World Development,10.1016/j.worlddev.2005.06.005,2-s2.0-27644444226,27644444226,314,https://api.elsevier.com/content/abstract/scopus_id/27644444226
Biswas B.K. (2005) 'A model to predict climate-change impact on fish catch in the world oceans'. IEEE Transactions on Systems Man and Cybernetics Part A Systems and Humans. https://doi.org/10.1109/tsmca.2005.851345,10.1109/tsmca.2005.851345,A model to predict climate-change impact on fish catch in the world oceans,2005-11-01,IEEE Transactions on Systems Man and Cybernetics Part A Systems and Humans,10.1109/tsmca.2005.851345,2-s2.0-27744569546,27744569546,10,https://api.elsevier.com/content/abstract/scopus_id/27744569546
Liu Y. (2005) 'Conversion of land use types and ecological effect in Northeast China'. Nongye Gongcheng Xuebao Transactions of the Chinese Society of Agricultural Engineering.,conversionoflandusetypesandecologicaleffectinnortheastchina,Conversion of land use types and ecological effect in Northeast China,2005-11-01,Nongye Gongcheng Xuebao Transactions of the Chinese Society of Agricultural Engineering,,2-s2.0-29244431649,29244431649,10,https://api.elsevier.com/content/abstract/scopus_id/29244431649
"Valentin C. (2005) 'Gully erosion: Impacts, factors and control'. Catena. https://doi.org/10.1016/j.catena.2005.06.001",10.1016/j.catena.2005.06.001,"Gully erosion: Impacts, factors and control",2005-10-31,Catena,10.1016/j.catena.2005.06.001,2-s2.0-27544474165,27544474165,999,https://api.elsevier.com/content/abstract/scopus_id/27544474165
Mehari A. (2005) 'Hydraulic performance evaluation of the Wadi Laba spate irrigation system in Eritrea'. Irrigation and Drainage. https://doi.org/10.1002/ird.200,10.1002/ird.200,Hydraulic performance evaluation of the Wadi Laba spate irrigation system in Eritrea,2005-10-01,Irrigation and Drainage,10.1002/ird.200,2-s2.0-27144507848,27144507848,13,https://api.elsevier.com/content/abstract/scopus_id/27144507848
