title,coverDate,publicationName,doi,eid,scopus_id,citedby_count,prism_url
Economic impact of climate change and climate change adaptation strategies for fisheries sector in Solomon Islands: Implication for food security,2016-05-01,Marine Policy,10.1016/j.marpol.2016.01.004,2-s2.0-84960798880,84960798880,36,https://api.elsevier.com/content/abstract/scopus_id/84960798880
Economic impacts of climate change and climate change adaptation strategies in Vanuatu and Timor-Leste,2016-05-01,Marine Policy,10.1016/j.marpol.2015.12.010,2-s2.0-84961171523,84961171523,23,https://api.elsevier.com/content/abstract/scopus_id/84961171523
"Analysis of the economic impact of climate change and climate change adaptation strategies for fisheries sector in Pacific coral triangle countries: Model, estimation strategy, and baseline results",2016-05-01,Marine Policy,10.1016/j.marpol.2015.12.011,2-s2.0-84960797933,84960797933,25,https://api.elsevier.com/content/abstract/scopus_id/84960797933
Economic impact of climate change and climate change adaptation strategies for fisheries sector in Fiji,2016-05-01,Marine Policy,10.1016/j.marpol.2015.12.023,2-s2.0-84960807328,84960807328,31,https://api.elsevier.com/content/abstract/scopus_id/84960807328
Determinants of farmers’ adaptation to climate change: A micro level analysis in Ghana,2016-05-01,Scientia Agricola,10.1590/0103-9016-2015-0163,2-s2.0-84969497807,84969497807,151,https://api.elsevier.com/content/abstract/scopus_id/84969497807
Perceived adaptive capacity and natural disasters: A fisheries case study,2016-05-01,Global Environmental Change,10.1016/j.gloenvcha.2016.01.006,2-s2.0-84961144758,84961144758,61,https://api.elsevier.com/content/abstract/scopus_id/84961144758
Empirical evidence for different cognitive effects in explaining the attribution of marine range shifts to climate change,2016-05-01,ICES Journal of Marine Science,10.1093/icesjms/fsv192,2-s2.0-84991475507,84991475507,28,https://api.elsevier.com/content/abstract/scopus_id/84991475507
"How might adaptation to climate change by smallholder farming communities contribute to climate change mitigation outcomes? A case study from Timor-Leste, Southeast Asia",2016-05-01,Sustainability Science,10.1007/s11625-016-0361-9,2-s2.0-84961205690,84961205690,31,https://api.elsevier.com/content/abstract/scopus_id/84961205690
Impacts of ocean acidification in a warming Mediterranean Sea: An overview,2016-05-01,Regional Studies in Marine Science,10.1016/j.rsma.2015.12.005,2-s2.0-84954167556,84954167556,82,https://api.elsevier.com/content/abstract/scopus_id/84954167556
The influence of gender and product design on farmers' preferences for weather-indexed crop insurance,2016-05-01,Global Environmental Change,10.1016/j.gloenvcha.2016.03.010,2-s2.0-84962845330,84962845330,121,https://api.elsevier.com/content/abstract/scopus_id/84962845330
"Farmers’ Perceptions of Climate Variability and Factors Influencing Adaptation: Evidence from Anhui and Jiangsu, China",2016-05-01,Environmental Management,10.1007/s00267-016-0661-y,2-s2.0-84955325389,84955325389,77,https://api.elsevier.com/content/abstract/scopus_id/84955325389
Forest owners' response to climate change: University education trumps value profile,2016-05-01,Plos One,10.1371/journal.pone.0155137,2-s2.0-84971451909,84971451909,16,https://api.elsevier.com/content/abstract/scopus_id/84971451909
Transhumant Pastoralism in the Context of Socioeconomic and Climate Change in the Mountains of Nepal,2016-05-01,Mountain Research and Development,10.1659/MRD-JOURNAL-D-15-00011.1,2-s2.0-84974605168,84974605168,57,https://api.elsevier.com/content/abstract/scopus_id/84974605168
Projecting marine fish production and catch potential in Bangladesh in the 21st century under long-term environmental change and management scenarios,2016-05-01,ICES Journal of Marine Science,10.1093/icesjms/fsv217,2-s2.0-84991447091,84991447091,64,https://api.elsevier.com/content/abstract/scopus_id/84991447091
First report of a highly damaged potato crop from Serbia caused by Meloidogyne incognita,2016-05-01,Plant Disease,10.1094/PDIS-09-15-1072-PDN,2-s2.0-85018297531,85018297531,8,https://api.elsevier.com/content/abstract/scopus_id/85018297531
Development of a sustainable livelihood security model for storm-surge hazard in the coastal areas of Bangladesh,2016-05-01,Stochastic Environmental Research and Risk Assessment,10.1007/s00477-016-1232-8,2-s2.0-84961197462,84961197462,25,https://api.elsevier.com/content/abstract/scopus_id/84961197462
Ocean observing/monitoring systems: Some past and present applications in Azores waters,2016-04-29,Exp at 2015 3rd Experiment International Conference Online Experimentation,10.1109/EXPAT.2015.7463262,2-s2.0-84973650128,84973650128,0,https://api.elsevier.com/content/abstract/scopus_id/84973650128
InSTREAM-Gen: Modelling eco-evolutionary dynamics of trout populations under anthropogenic environmental change,2016-04-24,Ecological Modelling,10.1016/j.ecolmodel.2015.07.026,2-s2.0-84960811728,84960811728,76,https://api.elsevier.com/content/abstract/scopus_id/84960811728
Tradeoffs between fisheries harvest and the resilience of coral reefs,2016-04-19,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.1601529113,2-s2.0-84964316676,84964316676,130,https://api.elsevier.com/content/abstract/scopus_id/84964316676
Assessing the economic impact of climate change on forest resource use in Nigeria: A Ricardian approach,2016-04-15,Agricultural and Forest Meteorology,10.1016/j.agrformet.2016.01.001,2-s2.0-84954097862,84954097862,20,https://api.elsevier.com/content/abstract/scopus_id/84954097862
Evaluating manual conservation agriculture systems in southern Africa,2016-04-15,Agriculture Ecosystems and Environment,10.1016/j.agee.2016.02.009,2-s2.0-84958157597,84958157597,97,https://api.elsevier.com/content/abstract/scopus_id/84958157597
Vulnerability to Climate Change in the Eastern Cape Province of South Africa: What Does the Future Holds for Smallholder Crop Farmers?,2016-04-02,Agrekon,10.1080/03031853.2016.1157025,2-s2.0-84975882652,84975882652,18,https://api.elsevier.com/content/abstract/scopus_id/84975882652
Gender and conservation agriculture in East and Southern Africa: towards a research agenda,2016-04-02,International Journal of Agricultural Sustainability,10.1080/14735903.2015.1065602,2-s2.0-84957843821,84957843821,80,https://api.elsevier.com/content/abstract/scopus_id/84957843821
Setting objectives for evaluating management adaptation actions to address climate change impacts in south-eastern Australian fisheries,2016-04-01,Fisheries Oceanography,10.1111/fog.12137,2-s2.0-84962878600,84962878600,32,https://api.elsevier.com/content/abstract/scopus_id/84962878600
Effects of climate change on household economy and adaptive responses among agricultural households in eastern coast of India,2016-04-01,Current Science,,2-s2.0-84969622671,84969622671,25,https://api.elsevier.com/content/abstract/scopus_id/84969622671
"Climate variability and rural livelihoods: How households perceive and adapt to climatic shocks in the Okavango Delta, Botswana",2016-04-01,Weather Climate and Society,10.1175/WCAS-D-15-0019.1,2-s2.0-84962304146,84962304146,42,https://api.elsevier.com/content/abstract/scopus_id/84962304146
Rural household vulnerability and strategies for improvement: An empirical analysis based on time series,2016-04-01,Habitat International,10.1016/j.habitatint.2015.11.035,2-s2.0-84949671502,84949671502,32,https://api.elsevier.com/content/abstract/scopus_id/84949671502
Evidence and perceptions of rainfall change in Malawi: Do maize cultivar choices enhance climate change adaptation in sub-Saharan Africa?,2016-04-01,Regional Environmental Change,10.1007/s10113-015-0842-x,2-s2.0-84938630319,84938630319,64,https://api.elsevier.com/content/abstract/scopus_id/84938630319
"An assessment by subsistence farmers of the risks to food security attributable to climate change in Makwanpur, Nepal",2016-04-01,Food Security,10.1007/s12571-016-0554-1,2-s2.0-84957932684,84957932684,39,https://api.elsevier.com/content/abstract/scopus_id/84957932684
Climate change implications for Torres Strait fisheries: assessing vulnerability to inform adaptation,2016-04-01,Climatic Change,10.1007/s10584-015-1583-z,2-s2.0-84961126532,84961126532,20,https://api.elsevier.com/content/abstract/scopus_id/84961126532
Vulnerability of Chepang households to climate change and extremes in the Mid-Hills of Nepal,2016-04-01,Climatic Change,10.1007/s10584-015-1572-2,2-s2.0-84961140591,84961140591,41,https://api.elsevier.com/content/abstract/scopus_id/84961140591
Future risks of pest species under changing climatic conditions,2016-04-01,Plos One,10.1371/journal.pone.0153237,2-s2.0-84963756635,84963756635,98,https://api.elsevier.com/content/abstract/scopus_id/84963756635
Farmers coping strategies for climate shock: Is it differentiated by gender?,2016-04-01,Journal of Rural Studies,10.1016/j.jrurstud.2016.01.001,2-s2.0-84956641998,84956641998,105,https://api.elsevier.com/content/abstract/scopus_id/84956641998
A diachronic study of greenhouse gas emissions of French dairy farms according to adaptation pathways,2016-04-01,Agriculture Ecosystems and Environment,10.1016/j.agee.2016.01.027,2-s2.0-84955577475,84955577475,15,https://api.elsevier.com/content/abstract/scopus_id/84955577475
From physics to fish to folk: Supporting coastal regional communities to understand their vulnerability to climate change in Australia,2016-04-01,Fisheries Oceanography,10.1111/fog.12139,2-s2.0-84952845666,84952845666,12,https://api.elsevier.com/content/abstract/scopus_id/84952845666
Livelihood vulnerability approach to assessing climate change impacts on mixed agro-livestock smallholders around the Gandaki River Basin in Nepal,2016-04-01,Regional Environmental Change,10.1007/s10113-015-0833-y,2-s2.0-84935126102,84935126102,189,https://api.elsevier.com/content/abstract/scopus_id/84935126102
Climatic and non-climatic factors influencing changing agricultural practices across different rainfall regimes in South Asia,2016-04-01,Current Science,10.18520/cs/v110/i7/1272-1281,2-s2.0-84969716611,84969716611,17,https://api.elsevier.com/content/abstract/scopus_id/84969716611
Discovering and characterizing farm households’ resilience under water scarcity,2016-04-01,Environment Development and Sustainability,10.1007/s10668-015-9661-y,2-s2.0-84961170660,84961170660,29,https://api.elsevier.com/content/abstract/scopus_id/84961170660
Dry spells assessment with reference to the maize crop in the Luvuvhu River catchment of South Africa,2016-04-01,Physics and Chemistry of the Earth,10.1016/j.pce.2015.10.014,2-s2.0-84948823484,84948823484,15,https://api.elsevier.com/content/abstract/scopus_id/84948823484
Seasonal forecasting for decision support in marine fisheries and aquaculture,2016-04-01,Fisheries Oceanography,10.1111/fog.12083,2-s2.0-84962799538,84962799538,167,https://api.elsevier.com/content/abstract/scopus_id/84962799538
Effects of the 2008 flood on economic performance and food security in Yemen: A simulation analysis,2016-04-01,Disasters,10.1111/disa.12147,2-s2.0-84959574688,84959574688,10,https://api.elsevier.com/content/abstract/scopus_id/84959574688
USING APSIM-MODEL AS A DECISION-SUPPORT-TOOL for LONG-TERM INTEGRATED-NITROGEN-MANAGEMENT and MAIZE PRODUCTIVITY under SEMI-ARID CONDITIONS in KENYA,2016-04-01,Experimental Agriculture,10.1017/S0014479715000095,2-s2.0-84929698519,84929698519,19,https://api.elsevier.com/content/abstract/scopus_id/84929698519
"A comparative analysis of livestock farming in smallholder mixed crop-livestock systems in Kenya: 2. Feed utilization, availability and mitigation strategies to feed scarcity",2016-04-01,Livestock Research for Rural Development,,2-s2.0-84962159131,84962159131,10,https://api.elsevier.com/content/abstract/scopus_id/84962159131
Water footprint assessment of bananas produced by small banana farmers in Peru and Ecuador,2016-03-22,Acta Horticulturae,10.17660/ActaHortic.2016.1112.1,2-s2.0-84964478858,84964478858,6,https://api.elsevier.com/content/abstract/scopus_id/84964478858
Climate change perception and choice of adaptation strategies: Empirical evidence from smallholder farmers in east Ethiopia,2016-03-21,International Journal of Climate Change Strategies and Management,10.1108/IJCCSM-01-2014-0017,2-s2.0-84976537362,84976537362,127,https://api.elsevier.com/content/abstract/scopus_id/84976537362
"Climate change vulnerability, adaptation and risk perceptions at farm level in Punjab, Pakistan",2016-03-15,Science of the Total Environment,10.1016/j.scitotenv.2015.11.125,2-s2.0-84960916903,84960916903,340,https://api.elsevier.com/content/abstract/scopus_id/84960916903
Does conservation agriculture deliver climate change mitigation through soil carbon sequestration in tropical agro-ecosystems?,2016-03-15,Agriculture Ecosystems and Environment,10.1016/j.agee.2016.01.005,2-s2.0-84955240975,84955240975,338,https://api.elsevier.com/content/abstract/scopus_id/84955240975
Knowledge and perception about climate change and human health: Findings from a baseline survey among vulnerable communities in Bangladesh,2016-03-15,BMC Public Health,10.1186/s12889-016-2930-3,2-s2.0-84961173067,84961173067,127,https://api.elsevier.com/content/abstract/scopus_id/84961173067
Impact of tree planting configuration and grazing restriction on canopy interception and soil hydrological properties: Implications for flood mitigation in silvopastoral systems,2016-03-15,Hydrological Processes,10.1002/hyp.10630,2-s2.0-84959495949,84959495949,23,https://api.elsevier.com/content/abstract/scopus_id/84959495949
What motivates rural households to adapt to climate change?,2016-03-14,Climate and Development,10.1080/17565529.2015.1005037,2-s2.0-84961205373,84961205373,36,https://api.elsevier.com/content/abstract/scopus_id/84961205373
Coping with weather adversity and adaptation to climatic variability: a cross-country study of smallholder farmers in South Asia,2016-03-14,Climate and Development,10.1080/17565529.2015.1016883,2-s2.0-84961204227,84961204227,75,https://api.elsevier.com/content/abstract/scopus_id/84961204227
Assessment of the impact of climate change on vulnerability of farmer households’ livelihood in an ecologically vulnerable alpine region: Taking gannan plateau for example,2016-03-10,Chinese Journal of Ecology,10.13292/j.1000-4890.201603.006,2-s2.0-84960452235,84960452235,10,https://api.elsevier.com/content/abstract/scopus_id/84960452235
The Impact of Shocks on Gender-differentiated Asset Dynamics in Bangladesh,2016-03-03,Journal of Development Studies,10.1080/00220388.2015.1093117,2-s2.0-84956712944,84956712944,25,https://api.elsevier.com/content/abstract/scopus_id/84956712944
Forest dependent indigenous communities' perception and adaptation to climate change through local knowledge in the protected area-A Bangladesh Case Study,2016-03-01,Climate,10.3390/cli4010012,2-s2.0-85042057412,85042057412,80,https://api.elsevier.com/content/abstract/scopus_id/85042057412
Structural and psycho-social limits to climate change adaptation in the great barrier reef region,2016-03-01,Plos One,10.1371/journal.pone.0150575,2-s2.0-84962525220,84962525220,39,https://api.elsevier.com/content/abstract/scopus_id/84962525220
Participatory adaptation planning and costing. Applications in agricultural adaptation in western Kenya,2016-03-01,Mitigation and Adaptation Strategies for Global Change,10.1007/s11027-014-9600-5,2-s2.0-84904527665,84904527665,26,https://api.elsevier.com/content/abstract/scopus_id/84904527665
Nutrient management in African sorghum cropping systems: applying meta-analysis to assess yield and profitability,2016-03-01,Agronomy for Sustainable Development,10.1007/s13593-015-0336-8,2-s2.0-84958051326,84958051326,52,https://api.elsevier.com/content/abstract/scopus_id/84958051326
Adapting Management of Marine Environments to a Changing Climate: A Checklist to Guide Reform and Assess Progress,2016-03-01,Ecosystems,10.1007/s10021-015-9925-2,2-s2.0-84959457518,84959457518,64,https://api.elsevier.com/content/abstract/scopus_id/84959457518
Integrating social–ecological vulnerability assessments with climate forecasts to improve local climate adaptation planning for coral reef fisheries in Papua New Guinea,2016-03-01,Regional Environmental Change,10.1007/s10113-015-0807-0,2-s2.0-84957932515,84957932515,35,https://api.elsevier.com/content/abstract/scopus_id/84957932515
Regional patterns of fish and wildlife harvests in contemporary Alaska,2016-03-01,Arctic,10.14430/arctic4547,2-s2.0-84960429369,84960429369,48,https://api.elsevier.com/content/abstract/scopus_id/84960429369
Closing system-wide yield gaps to increase food production and mitigate GHGs among mixed crop-livestock smallholders in Sub-Saharan Africa,2016-03-01,Agricultural Systems,10.1016/j.agsy.2015.12.006,2-s2.0-84951735426,84951735426,62,https://api.elsevier.com/content/abstract/scopus_id/84951735426
Impacts of snow disaster on meat production and adaptation: an empirical analysis in the yellow river source region,2016-03-01,Sustainability Science,10.1007/s11625-015-0325-5,2-s2.0-84958165716,84958165716,22,https://api.elsevier.com/content/abstract/scopus_id/84958165716
"A sociohydrological model for smallholder farmers in Maharashtra, India",2016-03-01,Water Resources Research,10.1002/2015WR017841,2-s2.0-84960363487,84960363487,71,https://api.elsevier.com/content/abstract/scopus_id/84960363487
Effects of livelihood transformation on older persons in the Nordic Arctic: A gender-based analysis,2016-03-01,Polar Record,10.1017/S0032247415000819,2-s2.0-84958105217,84958105217,5,https://api.elsevier.com/content/abstract/scopus_id/84958105217
Current measures on radioactive contamination in Japan: A policy situation analysis,2016-03-01,Plos One,10.1371/journal.pone.0152040,2-s2.0-84962122612,84962122612,16,https://api.elsevier.com/content/abstract/scopus_id/84962122612
The economic value of environmental data: A notional insurance scheme for the European anchovy,2016-03-01,ICES Journal of Marine Science,10.1093/icesjms/fsv268,2-s2.0-84964754280,84964754280,11,https://api.elsevier.com/content/abstract/scopus_id/84964754280
"Reducing soil CO2 emission and improving upland rice yield with no-tillage, straw mulch and nitrogen fertilization in northern Benin",2016-03-01,Soil and Tillage Research,10.1016/j.still.2015.10.001,2-s2.0-84944145342,84944145342,80,https://api.elsevier.com/content/abstract/scopus_id/84944145342
System of Rice Intensification provides environmental and economic gains but at the expense of social sustainability - A multidisciplinary analysis in India,2016-03-01,Agricultural Systems,10.1016/j.agsy.2015.12.012,2-s2.0-84953432316,84953432316,83,https://api.elsevier.com/content/abstract/scopus_id/84953432316
Targeted management of organic resources for sustainably increasing soil organic carbon: Observations and perspectives for resource use and climate adaptations in northern Ghana,2016-02-17,Acta Agriculturae Scandinavica Section B Soil and Plant Science,10.1080/09064710.2015.1081396,2-s2.0-84951569681,84951569681,4,https://api.elsevier.com/content/abstract/scopus_id/84951569681
"Assessment of the flood vulnerability of shrimp farms using a multicriteria evaluation and GIS: A case study in the Bangpakong Sub-Basin, Thailand",2016-02-11,Environmental Earth Sciences,10.1007/s12665-015-5154-4,2-s2.0-85007473682,85007473682,20,https://api.elsevier.com/content/abstract/scopus_id/85007473682
"An evolutionary approach to adaptive capacity assessment: A case study of Whitehouse, Jamaica",2016-02-01,Journal of Rural Studies,10.1016/j.jrurstud.2015.12.005,2-s2.0-84954446744,84954446744,10,https://api.elsevier.com/content/abstract/scopus_id/84954446744
A framework for assessing vulnerability of inland fisheries to impacts of climate variability in India,2016-02-01,Mitigation and Adaptation Strategies for Global Change,10.1007/s11027-014-9599-7,2-s2.0-84957428882,84957428882,26,https://api.elsevier.com/content/abstract/scopus_id/84957428882
Household's socio-economic factors influencing the level of adaptation to climate variability in the dry zones of Eastern Kenya,2016-02-01,Journal of Rural Studies,10.1016/j.jrurstud.2015.11.004,2-s2.0-84949646863,84949646863,87,https://api.elsevier.com/content/abstract/scopus_id/84949646863
"Comparative job satisfaction of fishers in northeast Hokkaido, Japan for coastal fisheries management and aquaculture development",2016-02-01,Ocean and Coastal Management,10.1016/j.ocecoaman.2015.12.001,2-s2.0-84950291612,84950291612,11,https://api.elsevier.com/content/abstract/scopus_id/84950291612
Projected habitat loss for Atlantic herring in the Baltic Sea,2016-02-01,Marine Environmental Research,10.1016/j.marenvres.2015.12.007,2-s2.0-84954200701,84954200701,10,https://api.elsevier.com/content/abstract/scopus_id/84954200701
Use patterns of natural resources supporting livelihoods of smallholder communities and implications for climate change adaptation in Zimbabwe,2016-02-01,Environment Development and Sustainability,10.1007/s10668-015-9637-y,2-s2.0-84957435718,84957435718,21,https://api.elsevier.com/content/abstract/scopus_id/84957435718
When does legal flexibility work in environmental law?,2016-02-01,Ecology Law Quarterly,10.15779/Z38RZ9Z,2-s2.0-85021797338,85021797338,14,https://api.elsevier.com/content/abstract/scopus_id/85021797338
"Climate adaptation in 'new world' cultural landscapes: The case of Bay of Fundy agricultural dykelands (Nova Scotia, Canada)",2016-02-01,Land Use Policy,10.1016/j.landusepol.2015.11.018,2-s2.0-84949292746,84949292746,40,https://api.elsevier.com/content/abstract/scopus_id/84949292746
Frequency and extent of employing food insecurity coping strategies among rural households: determinants and implications for policy using evidence from Swaziland,2016-02-01,Food Security,10.1007/s12571-015-0527-9,2-s2.0-84959078802,84959078802,9,https://api.elsevier.com/content/abstract/scopus_id/84959078802
The adaptive capacity of lake food webs: From individuals to ecosystems,2016-02-01,Ecological Monographs,10.1890/15-0288.1,2-s2.0-84960945010,84960945010,113,https://api.elsevier.com/content/abstract/scopus_id/84960945010
Separated at birth? Addressing the twin crises of biodiversity and climate change,2016-02-01,Ecology Law Quarterly,10.15779/Z38N28N,2-s2.0-85031117548,85031117548,9,https://api.elsevier.com/content/abstract/scopus_id/85031117548
Environmental awareness and vulnerability in the Yellow River Delta: Results based on a comprehensive household survey,2016-02-01,Ocean and Coastal Management,10.1016/j.ocecoaman.2015.11.009,2-s2.0-84948958808,84948958808,44,https://api.elsevier.com/content/abstract/scopus_id/84948958808
Regime shifts and resilience in China’s coastal ecosystems,2016-02-01,Ambio,10.1007/s13280-015-0692-2,2-s2.0-84954366135,84954366135,21,https://api.elsevier.com/content/abstract/scopus_id/84954366135
Ex-ante analysis of opportunities for the sustainable intensification of maize production in Mozambique,2016-02-01,Agricultural Systems,10.1016/j.agsy.2015.10.010,2-s2.0-84946601307,84946601307,22,https://api.elsevier.com/content/abstract/scopus_id/84946601307
"The impact of organic cotton cultivation on the livelihood of smallholder farmers in Meatu district, Tanzania",2016-02-01,Renewable Agriculture and Food Systems,10.1017/S1742170514000416,2-s2.0-84955100688,84955100688,11,https://api.elsevier.com/content/abstract/scopus_id/84955100688
Psychological Vulnerability of Residents of Communities Affected by the Hebei Spirit Oil Spill,2016-02-01,Disaster Medicine and Public Health Preparedness,10.1017/dmp.2015.68,2-s2.0-84959553228,84959553228,24,https://api.elsevier.com/content/abstract/scopus_id/84959553228
Stocking strategies for a pre-alpine whitefish population under temperature stress,2016-01-24,Ecological Modelling,10.1016/j.ecolmodel.2015.10.002,2-s2.0-84945269087,84945269087,8,https://api.elsevier.com/content/abstract/scopus_id/84945269087
"Socioeconomic assessment of flooding among farm households in Anambra state, Nigeria",2016-01-11,International Journal of Climate Change Strategies and Management,10.1108/IJCCSM-07-2014-0084,2-s2.0-84953439190,84953439190,15,https://api.elsevier.com/content/abstract/scopus_id/84953439190
Operationalizing analysis of micro-level climate change vulnerability and adaptive capacity,2016-01-01,Climate and Development,10.1080/17565529.2014.989191,2-s2.0-84923013460,84923013460,8,https://api.elsevier.com/content/abstract/scopus_id/84923013460
"Cocoa farmer’s perception on climate variability and its effects on adaptation strategies in the Suaman district of western region, Ghana",2016-01-01,Cogent Food and Agriculture,10.1080/23311932.2016.1210557,2-s2.0-85041612229,85041612229,47,https://api.elsevier.com/content/abstract/scopus_id/85041612229
"Knowledge, attitude and practice of smallholder farmers regarding climate change and agroforestry: A case study of farmers in Peñablanca, Cagayan",2016-01-01,Journal of Environmental Science and Management,,2-s2.0-85043462769,85043462769,10,https://api.elsevier.com/content/abstract/scopus_id/85043462769
"Climate change in the North China Plain: Smallholder farmer perceptions and adaptations in Quzhou County, Hebei Province",2016-01-01,Climate Research,10.3354/cr01407,2-s2.0-85010034552,85010034552,16,https://api.elsevier.com/content/abstract/scopus_id/85010034552
How can irrigated agriculture adapt to climate change? Insights from the Guadiana Basin in Spain,2016-01-01,Regional Environmental Change,10.1007/s10113-014-0720-y,2-s2.0-84953364150,84953364150,76,https://api.elsevier.com/content/abstract/scopus_id/84953364150
"Climate change-perceived impacts on agriculture, vulnerability and response strategies for improving adaptation practice in developing countries (South asian region)",2016-01-01,International Journal of Agricultural Research,10.3923/ijar.2016.1.12,2-s2.0-84949504835,84949504835,14,https://api.elsevier.com/content/abstract/scopus_id/84949504835
"Climate change, local knowledge and climate change adaptation in Ghana",2016-01-01,Adaptation to Climate Change and Variability in Rural West Africa,10.1007/978-3-319-31499-0_6,2-s2.0-84978288252,84978288252,19,https://api.elsevier.com/content/abstract/scopus_id/84978288252
Climate change challenge (3C) and social-economic-ecological interface-building—exploring potential adaptation strategies for bio-resource conservation and livelihood development: Epilogue,2016-01-01,Environmental Science and Engineering,10.1007/978-3-319-31014-5_37,2-s2.0-85108429241,85108429241,3,https://api.elsevier.com/content/abstract/scopus_id/85108429241
Crop diversification and livelihoods of smallholder farmers in Zimbabwe: Adaptive management for environmental change,2016-01-01,Springerplus,10.1186/s40064-016-2802-4,2-s2.0-85007236061,85007236061,284,https://api.elsevier.com/content/abstract/scopus_id/85007236061
"Awareness, perceptions and adaptation strategies of women in urban fishing village in a climate change environment - A case study in Versova, Mumbai",2016-01-01,Indian Journal of Fisheries,10.21077/ijf.2016.63.3.40077-17,2-s2.0-85029645949,85029645949,10,https://api.elsevier.com/content/abstract/scopus_id/85029645949
Building on indigenous knowledge to strengthen the capacity of smallholder farming communities to adapt to climate change and variability in southern Africa,2016-01-01,Climate and Development,10.1080/17565529.2014.998604,2-s2.0-84923010456,84923010456,83,https://api.elsevier.com/content/abstract/scopus_id/84923010456
"Societal transformation, buzzy perspectives towards successful climate change adaptation: An appeal to caution",2016-01-01,Climate Change Management,10.1007/978-3-319-28591-7_19,2-s2.0-85071375217,85071375217,4,https://api.elsevier.com/content/abstract/scopus_id/85071375217
Climate change effects in the Bay of Bengal Large Marine Ecosystem,2016-01-01,Environmental Development,10.1016/j.envdev.2015.09.005,2-s2.0-84951839590,84951839590,41,https://api.elsevier.com/content/abstract/scopus_id/84951839590
"Impact, adaptation strategies and vulnerability of indian agriculture towards the climate change",2016-01-01,Conservation Agriculture an Approach to Combat Climate Change in Indian Himalaya,10.1007/978-981-10-2558-7_17,2-s2.0-85018533097,85018533097,2,https://api.elsevier.com/content/abstract/scopus_id/85018533097
Assessment of risk premium in farm technology adoption as a climate change adaptation strategy in the dryland systems of India,2016-01-01,International Journal of Climate Change Strategies and Management,10.1108/IJCCSM-10-2015-0149,2-s2.0-84999788868,84999788868,18,https://api.elsevier.com/content/abstract/scopus_id/84999788868
Stakeholder-informed ecosystem modeling of ocean warming and acidification impacts in the barents sea region,2016-01-01,Frontiers in Marine Science,10.3389/fmars.2016.00093,2-s2.0-85008936596,85008936596,22,https://api.elsevier.com/content/abstract/scopus_id/85008936596
Adaptation and mitigation strategies for sustainable dairy production under changing climate scenario,2016-01-01,Environmental Science and Engineering,10.1007/978-3-319-31014-5_31,2-s2.0-85108451450,85108451450,1,https://api.elsevier.com/content/abstract/scopus_id/85108451450
Integrated Farming Systems and the Livelihood Security of Small and Marginal Farmers in India and Other Developing Countries,2016-01-01,Advances in Agronomy,10.1016/bs.agron.2016.04.001,2-s2.0-84971281834,84971281834,71,https://api.elsevier.com/content/abstract/scopus_id/84971281834
The changing climate and human vulnerability in north-central Namibia,2016-01-01,Jamba Journal of Disaster Risk Studies,10.4102/jamba.v8i2.200,2-s2.0-84959500484,84959500484,28,https://api.elsevier.com/content/abstract/scopus_id/84959500484
"Building farm resilience in a changing climate: Challenges, potentials, and ways forward for smallholder cocoa production in Bolivia",2016-01-01,Identifying Emerging Issues in Disaster Risk Reduction Migration Climate Change and Sustainable Development Shaping Debates and Policies,10.1007/978-3-319-33880-4_14,2-s2.0-85068817907,85068817907,5,https://api.elsevier.com/content/abstract/scopus_id/85068817907
"Climate change, household vulnerability and smart agriculture: The case of two South African provinces",2016-01-01,Jamba Journal of Disaster Risk Studies,10.4102/jamba.v8i2.182,2-s2.0-84959460346,84959460346,43,https://api.elsevier.com/content/abstract/scopus_id/84959460346
Trends in landings and vulnerability to climate change in different fleet components in the Portuguese coast,2016-01-01,Fisheries Research,10.1016/j.fishres.2016.04.008,2-s2.0-84982267335,84982267335,34,https://api.elsevier.com/content/abstract/scopus_id/84982267335
Building bonds and breaking bridges: Community based adaptation (CBA) as a source of conflict in a Northern Ghanaian landscape,2016-01-01,Adaptation to Climate Change and Variability in Rural West Africa,10.1007/978-3-319-31499-0_7,2-s2.0-84978196257,84978196257,7,https://api.elsevier.com/content/abstract/scopus_id/84978196257
Assessing the returns to water harvesting: A meta-analysis,2016-01-01,Agricultural Water Management,10.1016/j.agwat.2015.08.012,2-s2.0-84942540421,84942540421,39,https://api.elsevier.com/content/abstract/scopus_id/84942540421
"Adapting to the Inevitable: The Case of Tanbi Wetland National Park, The Gambia",2016-01-01,Climate Change Management,10.1007/978-3-319-39880-8_16,2-s2.0-85059255895,85059255895,5,https://api.elsevier.com/content/abstract/scopus_id/85059255895
"Indigenous communities and climate change: A recognition, empowerment and devolution (RED) framework in the Murray-Darling Basin, Australia",2016-01-01,Journal of Water and Climate Change,10.2166/wcc.2015.058,2-s2.0-84964434454,84964434454,16,https://api.elsevier.com/content/abstract/scopus_id/84964434454
Livestock production and pastoral livelihood security in western chad,2016-01-01,Economic Spaces of Pastoral Production and Commodity Systems Markets and Livelihoods,10.4324/9781315578736-13,2-s2.0-85084886082,85084886082,0,https://api.elsevier.com/content/abstract/scopus_id/85084886082
"Wetlands Biodiversity, Livelihoods and Climate Change Implications in the Ruaha River Basin, Tanzania",2016-01-01,Climate Change Management,10.1007/978-3-319-25814-0_23,2-s2.0-85071364789,85071364789,2,https://api.elsevier.com/content/abstract/scopus_id/85071364789
