citation_raw,record_key,title,coverDate,publicationName,doi,eid,scopus_id,citedby_count,prism_url
Kithinji B.M. (2025) 'Enhancing Adoption of Agroecological Practices Among Smallholder Farmers in Kenya'. Energy Transition Climate Action and Sustainable Agriculture Perspectives and Strategies for Africa. https://doi.org/10.1007/978-3-031-83165-2_27,10.1007/978-3-031-83165-2_27,Enhancing Adoption of Agroecological Practices Among Smallholder Farmers in Kenya,2025-01-01,Energy Transition Climate Action and Sustainable Agriculture Perspectives and Strategies for Africa,10.1007/978-3-031-83165-2_27,2-s2.0-105023352065,105023352065,0,https://api.elsevier.com/content/abstract/scopus_id/105023352065
"Jabbar A. (2025) 'Contract farming as a catalyst for sustainable agriculture: the case of maize growers in Punjab, Pakistan'. Environment Development and Sustainability. https://doi.org/10.1007/s10668-024-05896-5",10.1007/s10668-024-05896-5,"Contract farming as a catalyst for sustainable agriculture: the case of maize growers in Punjab, Pakistan",2025-01-01,Environment Development and Sustainability,10.1007/s10668-024-05896-5,2-s2.0-85217396319,85217396319,2,https://api.elsevier.com/content/abstract/scopus_id/85217396319
Mburu M. (2025) 'Climate-Smart Dairy Practices: The Role of Practice Clusters in Enhancing the Performance of Dairy Farms in Kenya'. Agribusiness. https://doi.org/10.1002/agr.70021,10.1002/agr.70021,Climate-Smart Dairy Practices: The Role of Practice Clusters in Enhancing the Performance of Dairy Farms in Kenya,2025-01-01,Agribusiness,10.1002/agr.70021,2-s2.0-105013542899,105013542899,0,https://api.elsevier.com/content/abstract/scopus_id/105013542899
Moganapathi B. (2025) 'The AI-viticulture nexus: Robotics and precision technologies for sustainable vineyards'. Plant Science Today. https://doi.org/10.14719/pst.9713,10.14719/pst.9713,The AI-viticulture nexus: Robotics and precision technologies for sustainable vineyards,2025-01-01,Plant Science Today,10.14719/pst.9713,2-s2.0-105026686012,105026686012,0,https://api.elsevier.com/content/abstract/scopus_id/105026686012
"Dass A. (2025) 'Sustainable intensification strategies: balancing productivity, quality, and profitability in agri-food systems with resource optimization'. Frontiers in Agronomy. https://doi.org/10.3389/fagro.2025.1611739",10.3389/fagro.2025.1611739,"Sustainable intensification strategies: balancing productivity, quality, and profitability in agri-food systems with resource optimization",2025-01-01,Frontiers in Agronomy,10.3389/fagro.2025.1611739,2-s2.0-105016526545,105016526545,0,https://api.elsevier.com/content/abstract/scopus_id/105016526545
Olano Y.M. (2025) 'Agricultural research and extension: trends and challenges in Peru and around the world (2015–2025)'. Frontiers in Sustainable Food Systems. https://doi.org/10.3389/fsufs.2025.1720369,10.3389/fsufs.2025.1720369,Agricultural research and extension: trends and challenges in Peru and around the world (2015–2025),2025-01-01,Frontiers in Sustainable Food Systems,10.3389/fsufs.2025.1720369,2-s2.0-105026388893,105026388893,0,https://api.elsevier.com/content/abstract/scopus_id/105026388893
Rasbold G.G. (2025) 'Hydroclimate change affects tropical lake ecosystems on floodplains in the Pantanal'. Inland Waters. https://doi.org/10.1080/20442041.2025.2491903,10.1080/20442041.2025.2491903,Hydroclimate change affects tropical lake ecosystems on floodplains in the Pantanal,2025-01-01,Inland Waters,10.1080/20442041.2025.2491903,2-s2.0-105014796462,105014796462,0,https://api.elsevier.com/content/abstract/scopus_id/105014796462
Mwakiwa E. (2025) 'Building Asset Stock for Resilience in Vulnerable Communities in Zimbabwe'. Building Resilience to Climate Change in Selected Districts in Zimbabwe Experiences from the Zimbabwe Resilience Building Fund Programme. https://doi.org/10.1007/978-3-031-80529-5_5,10.1007/978-3-031-80529-5_5,Building Asset Stock for Resilience in Vulnerable Communities in Zimbabwe,2025-01-01,Building Resilience to Climate Change in Selected Districts in Zimbabwe Experiences from the Zimbabwe Resilience Building Fund Programme,10.1007/978-3-031-80529-5_5,2-s2.0-105002545413,105002545413,0,https://api.elsevier.com/content/abstract/scopus_id/105002545413
"Raj S. (2025) 'Traditional Food, and Indigenous Farming of the Baiga Tribe: Livelihoods and Modernization Impacts'. Tribal Knowledge Systems Tracing the Roots. https://doi.org/10.4324/9781003677529-12",10.4324/9781003677529-12,"Traditional Food, and Indigenous Farming of the Baiga Tribe: Livelihoods and Modernization Impacts",2025-01-01,Tribal Knowledge Systems Tracing the Roots,10.4324/9781003677529-12,2-s2.0-105024163265,105024163265,0,https://api.elsevier.com/content/abstract/scopus_id/105024163265
Singh J. (2025) 'Comprehensive Review of Land Resource Policies of South Asia'. Advances in Asian Human Environmental Research. https://doi.org/10.1007/978-3-031-87429-1_15,10.1007/978-3-031-87429-1_15,Comprehensive Review of Land Resource Policies of South Asia,2025-01-01,Advances in Asian Human Environmental Research,10.1007/978-3-031-87429-1_15,2-s2.0-105006987136,105006987136,0,https://api.elsevier.com/content/abstract/scopus_id/105006987136
Poudel J.M. (2025) 'Highland Cattle Herding in East Nepal Himalaya: Examining Challenges and Opportunities'. Human Ecology. https://doi.org/10.1007/s10745-025-00640-7,10.1007/s10745-025-00640-7,Highland Cattle Herding in East Nepal Himalaya: Examining Challenges and Opportunities,2025-01-01,Human Ecology,10.1007/s10745-025-00640-7,2-s2.0-105019370022,105019370022,0,https://api.elsevier.com/content/abstract/scopus_id/105019370022
Tsurayya S. (2025) 'Strengthening rice crop insurance for sustainable rural development: Addressing farmers’ needs and policy challenges'. Journal of Agriculture and Rural Development in the Tropics and Subtropics. https://doi.org/10.17170/kobra-2025081111374,10.17170/kobra-2025081111374,Strengthening rice crop insurance for sustainable rural development: Addressing farmers’ needs and policy challenges,2025-01-01,Journal of Agriculture and Rural Development in the Tropics and Subtropics,10.17170/kobra-2025081111374,2-s2.0-105023329284,105023329284,0,https://api.elsevier.com/content/abstract/scopus_id/105023329284
Chelang'a N.C. (2025) 'Promoting sustainable dairy production amid climate change: adoption of climate-smart dairy strategies and welfare effects on farmers in Central Kenya'. Frontiers in Sustainable Food Systems. https://doi.org/10.3389/fsufs.2025.1598610,10.3389/fsufs.2025.1598610,Promoting sustainable dairy production amid climate change: adoption of climate-smart dairy strategies and welfare effects on farmers in Central Kenya,2025-01-01,Frontiers in Sustainable Food Systems,10.3389/fsufs.2025.1598610,2-s2.0-105014823838,105014823838,0,https://api.elsevier.com/content/abstract/scopus_id/105014823838
Leon A.D.F. (2025) 'The Role of Acetylsalicylic Acid in Forage Production: Scientific Evidence and Human Dimensions of Agricultural Innovation'. Journal of Global Innovations in Agricultural Sciences. https://doi.org/10.22194/jgias/25.1835,10.22194/jgias/25.1835,The Role of Acetylsalicylic Acid in Forage Production: Scientific Evidence and Human Dimensions of Agricultural Innovation,2025-01-01,Journal of Global Innovations in Agricultural Sciences,10.22194/jgias/25.1835,2-s2.0-105017759599,105017759599,0,https://api.elsevier.com/content/abstract/scopus_id/105017759599
Mondal S. (2025) 'Climate-driven shifts in narrow-barred Spanish mackerel (Scomberomorus commerson) distribution in the Taiwan Strait: Insights from remote sensing oceanography'. International Journal of Remote Sensing. https://doi.org/10.1080/01431161.2025.2545639,10.1080/01431161.2025.2545639,Climate-driven shifts in narrow-barred Spanish mackerel (Scomberomorus commerson) distribution in the Taiwan Strait: Insights from remote sensing oceanography,2025-01-01,International Journal of Remote Sensing,10.1080/01431161.2025.2545639,2-s2.0-105014944852,105014944852,0,https://api.elsevier.com/content/abstract/scopus_id/105014944852
Appiah C.E. (2025) 'Improving smallholder farmers’ access to and utilization of climate information services in sub-Saharan Africa through social networks: A systematic review'. Climate Services. https://doi.org/10.1016/j.cliser.2024.100528,10.1016/j.cliser.2024.100528,Improving smallholder farmers’ access to and utilization of climate information services in sub-Saharan Africa through social networks: A systematic review,2025-01-01,Climate Services,10.1016/j.cliser.2024.100528,2-s2.0-85209735000,85209735000,11,https://api.elsevier.com/content/abstract/scopus_id/85209735000
Akpojotor U. (2025) 'Research and developmental strategies to hasten the improvement of orphan crops'. Gm Crops and Food. https://doi.org/10.1080/21645698.2024.2423987,10.1080/21645698.2024.2423987,Research and developmental strategies to hasten the improvement of orphan crops,2025-01-01,Gm Crops and Food,10.1080/21645698.2024.2423987,2-s2.0-85213031089,85213031089,5,https://api.elsevier.com/content/abstract/scopus_id/85213031089
Sainath B. (2025) 'Socioeconomic Implications of Heat and Drought Stress on Indian Agriculture'. Drought and Heat Stress in Agriculture Implications Mitigation and Policy Approaches. https://doi.org/10.1007/978-981-96-5735-3_20,10.1007/978-981-96-5735-3_20,Socioeconomic Implications of Heat and Drought Stress on Indian Agriculture,2025-01-01,Drought and Heat Stress in Agriculture Implications Mitigation and Policy Approaches,10.1007/978-981-96-5735-3_20,2-s2.0-105022318369,105022318369,0,https://api.elsevier.com/content/abstract/scopus_id/105022318369
Schumann B. (2025) 'Livelihood dynamics and challenges to wellbeing in the drylands of rural East Africa–the Drylands Transform study population in the Karamoja border region'. Global Health Action. https://doi.org/10.1080/16549716.2025.2490330,10.1080/16549716.2025.2490330,Livelihood dynamics and challenges to wellbeing in the drylands of rural East Africa–the Drylands Transform study population in the Karamoja border region,2025-01-01,Global Health Action,10.1080/16549716.2025.2490330,2-s2.0-105003982006,105003982006,1,https://api.elsevier.com/content/abstract/scopus_id/105003982006
Lutomia C.K. (2025) 'Gendered behavioral drivers in the adoption and sustained use of improved common bean varieties in Eastern Uganda'. Frontiers in Sustainable Food Systems. https://doi.org/10.3389/fsufs.2025.1648376,10.3389/fsufs.2025.1648376,Gendered behavioral drivers in the adoption and sustained use of improved common bean varieties in Eastern Uganda,2025-01-01,Frontiers in Sustainable Food Systems,10.3389/fsufs.2025.1648376,2-s2.0-105016117791,105016117791,0,https://api.elsevier.com/content/abstract/scopus_id/105016117791
González-Andrés C. (2025) 'Long term predictions on the population dynamics of two contrasting demersal fishing resources in the western Mediterranean'. Frontiers in Marine Science. https://doi.org/10.3389/fmars.2025.1587297,10.3389/fmars.2025.1587297,Long term predictions on the population dynamics of two contrasting demersal fishing resources in the western Mediterranean,2025-01-01,Frontiers in Marine Science,10.3389/fmars.2025.1587297,2-s2.0-105022614001,105022614001,0,https://api.elsevier.com/content/abstract/scopus_id/105022614001
Reshi Q.M. (2025) 'Impacts of Climate Change on Aquaculture Nutrition and Food Security'. Aquaculture Enhancing Food Security and Nutrition. https://doi.org/10.1007/978-3-031-92858-1_8,10.1007/978-3-031-92858-1_8,Impacts of Climate Change on Aquaculture Nutrition and Food Security,2025-01-01,Aquaculture Enhancing Food Security and Nutrition,10.1007/978-3-031-92858-1_8,2-s2.0-105023458468,105023458468,0,https://api.elsevier.com/content/abstract/scopus_id/105023458468
"Musa S.S. (2025) 'Planetary health and food sustainability in Africa: Opportunities, challenges, and strategic pathways'. Advances in Food Security and Sustainability. https://doi.org/10.1016/bs.af2s.2025.08.004",10.1016/bs.af2s.2025.08.004,"Planetary health and food sustainability in Africa: Opportunities, challenges, and strategic pathways",2025-01-01,Advances in Food Security and Sustainability,10.1016/bs.af2s.2025.08.004,2-s2.0-105015075192,105015075192,0,https://api.elsevier.com/content/abstract/scopus_id/105015075192
Charkha K. (2025) 'Challenges and Solutions in Rural Agriculture: A Holistic Perspective'. Lecture Notes in Civil Engineering. https://doi.org/10.1007/978-981-96-2092-0_18,10.1007/978-981-96-2092-0_18,Challenges and Solutions in Rural Agriculture: A Holistic Perspective,2025-01-01,Lecture Notes in Civil Engineering,10.1007/978-981-96-2092-0_18,2-s2.0-105006914381,105006914381,0,https://api.elsevier.com/content/abstract/scopus_id/105006914381
Long L. (2025) 'Analysis of agricultural production efficiency improvement and economic sustainability based on multi-source remote sensing data'. Frontiers in Environmental Science. https://doi.org/10.3389/fenvs.2025.1546643,10.3389/fenvs.2025.1546643,Analysis of agricultural production efficiency improvement and economic sustainability based on multi-source remote sensing data,2025-01-01,Frontiers in Environmental Science,10.3389/fenvs.2025.1546643,2-s2.0-105015675612,105015675612,0,https://api.elsevier.com/content/abstract/scopus_id/105015675612
"Ruhi T.N. (2025) 'Interconnections between health, environment, demographic, and livelihood factors: shaping food security in Rukiga, Uganda'. Elgar Companion to Health and the Sustainable Development Goals. https://doi.org/10.4337/9781803927244.00022",10.4337/9781803927244.00022,"Interconnections between health, environment, demographic, and livelihood factors: shaping food security in Rukiga, Uganda",2025-01-01,Elgar Companion to Health and the Sustainable Development Goals,10.4337/9781803927244.00022,2-s2.0-105005692271,105005692271,0,https://api.elsevier.com/content/abstract/scopus_id/105005692271
Raj R. (2025) 'Male migration and the transformation of gendered agriculture work: a comparative exploration of heterogeneity across selected Indian states'. Gender Place and Culture. https://doi.org/10.1080/0966369x.2025.2468178,10.1080/0966369x.2025.2468178,Male migration and the transformation of gendered agriculture work: a comparative exploration of heterogeneity across selected Indian states,2025-01-01,Gender Place and Culture,10.1080/0966369x.2025.2468178,2-s2.0-86000006800,86000006800,1,https://api.elsevier.com/content/abstract/scopus_id/86000006800
Islam S. (2025) 'Enhancing Sustainable Livelihoods and Empowering Women: A Study on Scavenging Duck Rearing in the Tanguar Haor Region of Bangladesh'. Sarhad Journal of Agriculture. https://doi.org/10.17582/journal.sja/2025/41.4.1553.1563,10.17582/journal.sja/2025/41.4.1553.1563,Enhancing Sustainable Livelihoods and Empowering Women: A Study on Scavenging Duck Rearing in the Tanguar Haor Region of Bangladesh,2025-01-01,Sarhad Journal of Agriculture,10.17582/journal.sja/2025/41.4.1553.1563,2-s2.0-105026705954,105026705954,0,https://api.elsevier.com/content/abstract/scopus_id/105026705954
Irawan A. (2025) 'The influence of market risk on the economic well-being of smallholder rubber farming households'. Journal of Agribusiness in Developing and Emerging Economies. https://doi.org/10.1108/jadee-09-2024-0284,10.1108/jadee-09-2024-0284,The influence of market risk on the economic well-being of smallholder rubber farming households,2025-01-01,Journal of Agribusiness in Developing and Emerging Economies,10.1108/jadee-09-2024-0284,2-s2.0-105020868267,105020868267,0,https://api.elsevier.com/content/abstract/scopus_id/105020868267
Hamidi N.H. (2025) 'Agricultural-Food Systems and Environmental Health in the Era of Covid-19'. Environmental Science and Engineering. https://doi.org/10.1007/978-3-031-47757-7_3,10.1007/978-3-031-47757-7_3,Agricultural-Food Systems and Environmental Health in the Era of Covid-19,2025-01-01,Environmental Science and Engineering,10.1007/978-3-031-47757-7_3,2-s2.0-86000651670,86000651670,0,https://api.elsevier.com/content/abstract/scopus_id/86000651670
Pical V.J. (2025) 'Alternative Livelihoods of Traditional Fishermen as the Impact of Climate Change in Ambon City'. Egyptian Journal of Aquatic Biology and Fisheries. https://doi.org/10.21608/ejabf.2025.404165,10.21608/ejabf.2025.404165,Alternative Livelihoods of Traditional Fishermen as the Impact of Climate Change in Ambon City,2025-01-01,Egyptian Journal of Aquatic Biology and Fisheries,10.21608/ejabf.2025.404165,2-s2.0-85215403973,85215403973,7,https://api.elsevier.com/content/abstract/scopus_id/85215403973
Franchini M. (2025) 'Insights into large carnivore predations and extensive farming practices in the Italian Alps: current issues and future perspectives'. Italian Journal of Animal Science. https://doi.org/10.1080/1828051x.2025.2591442,10.1080/1828051x.2025.2591442,Insights into large carnivore predations and extensive farming practices in the Italian Alps: current issues and future perspectives,2025-01-01,Italian Journal of Animal Science,10.1080/1828051x.2025.2591442,2-s2.0-105023898798,105023898798,0,https://api.elsevier.com/content/abstract/scopus_id/105023898798
"Bolduc S. (2025) 'Documenting Inuit perspectives on the significances of Arctic Char (Salvelinus alpinus; Iqaluppik) in food security, health, and well-being in Nunavik, their dietary preferences, and factors impacting fish quality'. Arctic Science. https://doi.org/10.1139/as-2024-0085",10.1139/as-2024-0085,"Documenting Inuit perspectives on the significances of Arctic Char (Salvelinus alpinus; Iqaluppik) in food security, health, and well-being in Nunavik, their dietary preferences, and factors impacting fish quality",2025-01-01,Arctic Science,10.1139/as-2024-0085,2-s2.0-105019519067,105019519067,0,https://api.elsevier.com/content/abstract/scopus_id/105019519067
Nawastuti D. (2025) 'Marketing and sales strategy for seaweed in Watowara Village Titehena District East Flores Regency'. Iop Conference Series Earth and Environmental Science. https://doi.org/10.1088/1755-1315/1518/1/012007,10.1088/1755-1315/1518/1/012007,Marketing and sales strategy for seaweed in Watowara Village Titehena District East Flores Regency,2025-01-01,Iop Conference Series Earth and Environmental Science,10.1088/1755-1315/1518/1/012007,2-s2.0-105011357041,105011357041,0,https://api.elsevier.com/content/abstract/scopus_id/105011357041
"(2025) '25th International Conference on Internet Computing and IoT, ICOMP 2024, and 22nd International Conference on Embedded Systems, Cyber-physical Systems, and Applications, ESCS 2024, held as part of the World Congress in Computer Science, Computer Engineering and Applied Computing, CSCE 2024'. Communications in Computer and Information Science.",25thinternationalconferenceoninternetcomputingandioticomp2024and22ndinternationalconferenceonembeddedsystemscyberphysicalsystemsandapplicationsescs2024heldaspartoftheworldcongressincomputersciencecomputerengineeringandappliedcomputingcsce2024,"25th International Conference on Internet Computing and IoT, ICOMP 2024, and 22nd International Conference on Embedded Systems, Cyber-physical Systems, and Applications, ESCS 2024, held as part of the World Congress in Computer Science, Computer Engineering and Applied Computing, CSCE 2024",2025-01-01,Communications in Computer and Information Science,,2-s2.0-105003865949,105003865949,0,https://api.elsevier.com/content/abstract/scopus_id/105003865949
Opdenbosch H. (2025) 'Upscaling carbon farming practices: perceived advisor leverage in farmer decision-making using Q-methodology'. Journal of Agricultural Education and Extension. https://doi.org/10.1080/1389224x.2025.2533173,10.1080/1389224x.2025.2533173,Upscaling carbon farming practices: perceived advisor leverage in farmer decision-making using Q-methodology,2025-01-01,Journal of Agricultural Education and Extension,10.1080/1389224x.2025.2533173,2-s2.0-105010842522,105010842522,2,https://api.elsevier.com/content/abstract/scopus_id/105010842522
"Kumar R. (2025) 'PERCEPTION ON LIVESTOCK CHANGES AND ITS SOCIO-ECONOMIC IMPLICATIONS AMONG AGRO-PASTORALISTS: A CASE STUDY OF JOSHIMATH BLOCK IN CHAMOLI DISTRICT, UTTARAKHAND, INDIA'. Revista Geografica De Chile Terra Australis. https://doi.org/10.23854/07199562.2025611.kumar2",10.23854/07199562.2025611.kumar2,"PERCEPTION ON LIVESTOCK CHANGES AND ITS SOCIO-ECONOMIC IMPLICATIONS AMONG AGRO-PASTORALISTS: A CASE STUDY OF JOSHIMATH BLOCK IN CHAMOLI DISTRICT, UTTARAKHAND, INDIA",2025-01-01,Revista Geografica De Chile Terra Australis,10.23854/07199562.2025611.kumar2,2-s2.0-105025681102,105025681102,0,https://api.elsevier.com/content/abstract/scopus_id/105025681102
Chavula P. (2025) 'Challenges in Sub-Saharan Africa’s Food Systems and the Potential Role of AI'. Latia. https://doi.org/10.62486/latia2025318,10.62486/latia2025318,Challenges in Sub-Saharan Africa’s Food Systems and the Potential Role of AI,2025-01-01,Latia,10.62486/latia2025318,2-s2.0-105006833209,105006833209,3,https://api.elsevier.com/content/abstract/scopus_id/105006833209
Lyons-White J. (2025) 'Challenges for implementing zero deforestation commitments in a highly forested country: Perspectives from Liberia's palm oil sector'. World Development. https://doi.org/10.1016/j.worlddev.2024.106803,10.1016/j.worlddev.2024.106803,Challenges for implementing zero deforestation commitments in a highly forested country: Perspectives from Liberia's palm oil sector,2025-01-01,World Development,10.1016/j.worlddev.2024.106803,2-s2.0-85207145957,85207145957,4,https://api.elsevier.com/content/abstract/scopus_id/85207145957
"Ocloo K.A. (2025) 'Extending the boundaries of the value-belief-norm theory to off-farm livelihood preferences: Perceptions of food crop farmers in the savanna ecological zone, Ghana'. African Geographical Review. https://doi.org/10.1080/19376812.2024.2356157",10.1080/19376812.2024.2356157,"Extending the boundaries of the value-belief-norm theory to off-farm livelihood preferences: Perceptions of food crop farmers in the savanna ecological zone, Ghana",2025-01-01,African Geographical Review,10.1080/19376812.2024.2356157,2-s2.0-105001085456,105001085456,1,https://api.elsevier.com/content/abstract/scopus_id/105001085456
Mukherjee S. (2025) 'Role of Artificial Intelligence in the Study of the Blue Economy and Marine Ecosystem: Use of AI in preservation of Marine EcoSystem'. Developing Smart Sustainability with Artificial Intelligence. https://doi.org/10.4018/979-8-3693-8684-2.ch009,10.4018/979-8-3693-8684-2.ch009,Role of Artificial Intelligence in the Study of the Blue Economy and Marine Ecosystem: Use of AI in preservation of Marine EcoSystem,2025-01-01,Developing Smart Sustainability with Artificial Intelligence,10.4018/979-8-3693-8684-2.ch009,2-s2.0-105008164883,105008164883,0,https://api.elsevier.com/content/abstract/scopus_id/105008164883
"Zhang H. (2025) 'Integrated agronomy of pea (Pisum sativum L.): a review on cultivation, harvesting, and storage for sustainable agriculture'. Frontiers in Plant Science. https://doi.org/10.3389/fpls.2025.1670445",10.3389/fpls.2025.1670445,"Integrated agronomy of pea (Pisum sativum L.): a review on cultivation, harvesting, and storage for sustainable agriculture",2025-01-01,Frontiers in Plant Science,10.3389/fpls.2025.1670445,2-s2.0-105019073132,105019073132,0,https://api.elsevier.com/content/abstract/scopus_id/105019073132
Tesfay H.M. (2025) 'Ethiopia: Enhancing Landscape Connectivity Through Agroforests'. Ecological Connectivity of Forest Ecosystems. https://doi.org/10.1007/978-3-031-82206-3_28,10.1007/978-3-031-82206-3_28,Ethiopia: Enhancing Landscape Connectivity Through Agroforests,2025-01-01,Ecological Connectivity of Forest Ecosystems,10.1007/978-3-031-82206-3_28,2-s2.0-105023351105,105023351105,0,https://api.elsevier.com/content/abstract/scopus_id/105023351105
Danquah E.O. (2025) 'Climate-smart cropping systems for resilient food production in Sub-Saharan Africa in the face of changing climate: a review'. Circular Agricultural Systems. https://doi.org/10.48130/cas-0024-0016,10.48130/cas-0024-0016,Climate-smart cropping systems for resilient food production in Sub-Saharan Africa in the face of changing climate: a review,2025-01-01,Circular Agricultural Systems,10.48130/cas-0024-0016,2-s2.0-105018234862,105018234862,2,https://api.elsevier.com/content/abstract/scopus_id/105018234862
"Haile F. (2025) 'Impact of Livelihood Diversification on Rural Households’ Food and Nutrition Security: Evidence from West Shoa Zone of Oromia Regional State, Ethiopia'. Current Developments in Nutrition. https://doi.org/10.1016/j.cdnut.2024.104521",10.1016/j.cdnut.2024.104521,"Impact of Livelihood Diversification on Rural Households’ Food and Nutrition Security: Evidence from West Shoa Zone of Oromia Regional State, Ethiopia",2025-01-01,Current Developments in Nutrition,10.1016/j.cdnut.2024.104521,2-s2.0-85215070668,85215070668,6,https://api.elsevier.com/content/abstract/scopus_id/85215070668
"Asfaw O. (2025) 'Traditional Micropatches, Plant Diversity, and Local Perceptions of Rangeland Degradation in Northeastern Ethiopia'. Journal of Landscape Ecology Czech Republic. https://doi.org/10.2478/jlecol-2026-0008",10.2478/jlecol-2026-0008,"Traditional Micropatches, Plant Diversity, and Local Perceptions of Rangeland Degradation in Northeastern Ethiopia",2025-01-01,Journal of Landscape Ecology Czech Republic,10.2478/jlecol-2026-0008,2-s2.0-105022847616,105022847616,0,https://api.elsevier.com/content/abstract/scopus_id/105022847616
Nkurunziza L. (2025) 'Lessons learned on socio-ecological drivers of innovation uptake by smallholder farmers–a case study in Kenya'. International Journal of Agricultural Sustainability. https://doi.org/10.1080/14735903.2025.2569944,10.1080/14735903.2025.2569944,Lessons learned on socio-ecological drivers of innovation uptake by smallholder farmers–a case study in Kenya,2025-01-01,International Journal of Agricultural Sustainability,10.1080/14735903.2025.2569944,2-s2.0-105021110581,105021110581,0,https://api.elsevier.com/content/abstract/scopus_id/105021110581
Uddin A. (2025) 'Unveiling the competencies of project managers and their influence on the success of NGO projects'. Strategy and Leadership. https://doi.org/10.1108/sl-09-2024-0090,10.1108/sl-09-2024-0090,Unveiling the competencies of project managers and their influence on the success of NGO projects,2025-01-01,Strategy and Leadership,10.1108/sl-09-2024-0090,2-s2.0-105024597517,105024597517,0,https://api.elsevier.com/content/abstract/scopus_id/105024597517
Layland E.M. (2025) 'Larval ontogeny enhances resilience to a patchy planktonic food supply in the American lobster (Homarus americanus)'. Fisheries Research. https://doi.org/10.1016/j.fishres.2024.107179,10.1016/j.fishres.2024.107179,Larval ontogeny enhances resilience to a patchy planktonic food supply in the American lobster (Homarus americanus),2025-01-01,Fisheries Research,10.1016/j.fishres.2024.107179,2-s2.0-85205443479,85205443479,3,https://api.elsevier.com/content/abstract/scopus_id/85205443479
Lan N.T.M. (2025) 'Farmers' attitudes toward environmental protection: A cross-sectional study in the Mekong delta'. Multidisciplinary Science Journal. https://doi.org/10.31893/multiscience.2025310,10.31893/multiscience.2025310,Farmers' attitudes toward environmental protection: A cross-sectional study in the Mekong delta,2025-01-01,Multidisciplinary Science Journal,10.31893/multiscience.2025310,2-s2.0-86000138527,86000138527,0,https://api.elsevier.com/content/abstract/scopus_id/86000138527
Gollapalli G.S. (2025) 'Enhancing Coral Reef Restoration: Integrating YOLOv8 and Deep Learning for Real-Time Monitoring and Intervention'. 3rd International Conference on Advancements in Smart Secure and Intelligent Computing Assic 2025. https://doi.org/10.1109/assic64892.2025.11158678,10.1109/assic64892.2025.11158678,Enhancing Coral Reef Restoration: Integrating YOLOv8 and Deep Learning for Real-Time Monitoring and Intervention,2025-01-01,3rd International Conference on Advancements in Smart Secure and Intelligent Computing Assic 2025,10.1109/assic64892.2025.11158678,2-s2.0-105018118099,105018118099,1,https://api.elsevier.com/content/abstract/scopus_id/105018118099
Dey S. (2025) 'Determination of the Key Factors to Uncover the True Benefits of Embracing Climate-Resilient Napier Grass Among Dairy Farmers in Southern India'. Sustainability Switzerland. https://doi.org/10.3390/su17020495,10.3390/su17020495,Determination of the Key Factors to Uncover the True Benefits of Embracing Climate-Resilient Napier Grass Among Dairy Farmers in Southern India,2025-01-01,Sustainability Switzerland,10.3390/su17020495,2-s2.0-85215783094,85215783094,0,https://api.elsevier.com/content/abstract/scopus_id/85215783094
Khan K.U. (2025) 'Effective and Responsible Management and Nutritional Strategies and Interventions for Aquaculture Performance Enhancement: Assurance of Food Security and Production Sustainability'. Aquaculture Enhancing Food Security and Nutrition. https://doi.org/10.1007/978-3-031-92858-1_3,10.1007/978-3-031-92858-1_3,Effective and Responsible Management and Nutritional Strategies and Interventions for Aquaculture Performance Enhancement: Assurance of Food Security and Production Sustainability,2025-01-01,Aquaculture Enhancing Food Security and Nutrition,10.1007/978-3-031-92858-1_3,2-s2.0-105023460428,105023460428,0,https://api.elsevier.com/content/abstract/scopus_id/105023460428
Suman S. (2025) 'Global Research Trends in Family Farming: A Bibliometric Insight'. Indian Journal of Extension Education. https://doi.org/10.48165/ijee.2025.61105,10.48165/ijee.2025.61105,Global Research Trends in Family Farming: A Bibliometric Insight,2025-01-01,Indian Journal of Extension Education,10.48165/ijee.2025.61105,2-s2.0-85214430584,85214430584,4,https://api.elsevier.com/content/abstract/scopus_id/85214430584
Awoke M.D. (2025) 'Understanding farmers’ choices in climate-smart agriculture: adoption of agroecology principles and impacts on rural livelihoods in semi-arid Tanzania'. Agroecology and Sustainable Food Systems. https://doi.org/10.1080/21683565.2025.2466439,10.1080/21683565.2025.2466439,Understanding farmers’ choices in climate-smart agriculture: adoption of agroecology principles and impacts on rural livelihoods in semi-arid Tanzania,2025-01-01,Agroecology and Sustainable Food Systems,10.1080/21683565.2025.2466439,2-s2.0-85218859836,85218859836,2,https://api.elsevier.com/content/abstract/scopus_id/85218859836
Hezron E. (2025) 'Harnessing traditional principles and guidelines for utilization compliance and sustainability of Maasai Alalili systems in northern Tanzania'. Sustainable Environment. https://doi.org/10.1080/27658511.2025.2505289,10.1080/27658511.2025.2505289,Harnessing traditional principles and guidelines for utilization compliance and sustainability of Maasai Alalili systems in northern Tanzania,2025-01-01,Sustainable Environment,10.1080/27658511.2025.2505289,2-s2.0-105005525123,105005525123,0,https://api.elsevier.com/content/abstract/scopus_id/105005525123
Bhattacharya P. (2025) 'Sustainable Management of Non-Timber Forest Products'. Textbook of Forest Science. https://doi.org/10.1007/978-981-97-8289-5_39,10.1007/978-981-97-8289-5_39,Sustainable Management of Non-Timber Forest Products,2025-01-01,Textbook of Forest Science,10.1007/978-981-97-8289-5_39,2-s2.0-105009148386,105009148386,1,https://api.elsevier.com/content/abstract/scopus_id/105009148386
