citation_raw,record_key,title,coverDate,publicationName,doi,eid,scopus_id,citedby_count,prism_url
Mandizvo T. (2021) 'Citron watermelon potential to improve crop diversification and reduce negative impacts of climate change'. Sustainability Switzerland. https://doi.org/10.3390/su13042269,10.3390/su13042269,Citron watermelon potential to improve crop diversification and reduce negative impacts of climate change,2021-02-02,Sustainability Switzerland,10.3390/su13042269,2-s2.0-85101862778,85101862778,16,https://api.elsevier.com/content/abstract/scopus_id/85101862778
"Guo C. (2021) 'Individual disaster preparedness in drought-and-flood-prone villages in northwest china: Impact of place, out-migration and community'. International Journal of Environmental Research and Public Health. https://doi.org/10.3390/ijerph18041649",10.3390/ijerph18041649,"Individual disaster preparedness in drought-and-flood-prone villages in northwest china: Impact of place, out-migration and community",2021-02-02,International Journal of Environmental Research and Public Health,10.3390/ijerph18041649,2-s2.0-85100588275,85100588275,16,https://api.elsevier.com/content/abstract/scopus_id/85100588275
Marcinko C.L.J. (2021) 'The development of a framework for the integrated assessment of sdg trade-offs in the sundarban biosphere reserve'. Water Switzerland. https://doi.org/10.3390/w13040528,10.3390/w13040528,The development of a framework for the integrated assessment of sdg trade-offs in the sundarban biosphere reserve,2021-02-02,Water Switzerland,10.3390/w13040528,2-s2.0-85101774397,85101774397,31,https://api.elsevier.com/content/abstract/scopus_id/85101774397
"Adeagbo O.A. (2021) 'Understanding the determinants of climate change adaptation strategies among smallholder maize farmers in South-west, Nigeria'. Heliyon. https://doi.org/10.1016/j.heliyon.2021.e06231",10.1016/j.heliyon.2021.e06231,"Understanding the determinants of climate change adaptation strategies among smallholder maize farmers in South-west, Nigeria",2021-02-01,Heliyon,10.1016/j.heliyon.2021.e06231,2-s2.0-85101045602,85101045602,100,https://api.elsevier.com/content/abstract/scopus_id/85101045602
Galappaththi E.K. (2021) 'Adapting to climate change in small-scale fisheries: Insights from indigenous communities in the global north and south'. Environmental Science and Policy. https://doi.org/10.1016/j.envsci.2020.11.009,10.1016/j.envsci.2020.11.009,Adapting to climate change in small-scale fisheries: Insights from indigenous communities in the global north and south,2021-02-01,Environmental Science and Policy,10.1016/j.envsci.2020.11.009,2-s2.0-85097373012,85097373012,42,https://api.elsevier.com/content/abstract/scopus_id/85097373012
Antwi-Agyei P. (2021) 'Evidence of climate change coping and adaptation practices by smallholder farmers in northern ghana'. Sustainability Switzerland. https://doi.org/10.3390/su13031308,10.3390/su13031308,Evidence of climate change coping and adaptation practices by smallholder farmers in northern ghana,2021-02-01,Sustainability Switzerland,10.3390/su13031308,2-s2.0-85100276124,85100276124,90,https://api.elsevier.com/content/abstract/scopus_id/85100276124
Pham T.T.T. (2021) 'Guidelines for co-creating climate adaptation plans for fisheries and aquaculture'. Climatic Change. https://doi.org/10.1007/s10584-021-03041-z,10.1007/s10584-021-03041-z,Guidelines for co-creating climate adaptation plans for fisheries and aquaculture,2021-02-01,Climatic Change,10.1007/s10584-021-03041-z,2-s2.0-85101781586,85101781586,9,https://api.elsevier.com/content/abstract/scopus_id/85101781586
Muench S. (2021) 'Climate Change Adaptation by Smallholder Tea Farmers: a Case Study of Nepal'. Environmental Science and Policy. https://doi.org/10.1016/j.envsci.2020.10.012,10.1016/j.envsci.2020.10.012,Climate Change Adaptation by Smallholder Tea Farmers: a Case Study of Nepal,2021-02-01,Environmental Science and Policy,10.1016/j.envsci.2020.10.012,2-s2.0-85097106163,85097106163,33,https://api.elsevier.com/content/abstract/scopus_id/85097106163
Mekonnen A. (2021) 'Climate change impacts on household food security and adaptation strategies in southern Ethiopia'. Food and Energy Security. https://doi.org/10.1002/fes3.266,10.1002/fes3.266,Climate change impacts on household food security and adaptation strategies in southern Ethiopia,2021-02-01,Food and Energy Security,10.1002/fes3.266,2-s2.0-85097016986,85097016986,63,https://api.elsevier.com/content/abstract/scopus_id/85097016986
"Tesfahunegn G.B. (2021) 'Climate change effects on agricultural production: insights for adaptation strategy from the context of smallholder farmers in Dura catchment, northern Ethiopia'. Geojournal. https://doi.org/10.1007/s10708-019-10077-3",10.1007/s10708-019-10077-3,"Climate change effects on agricultural production: insights for adaptation strategy from the context of smallholder farmers in Dura catchment, northern Ethiopia",2021-02-01,Geojournal,10.1007/s10708-019-10077-3,2-s2.0-85073955761,85073955761,20,https://api.elsevier.com/content/abstract/scopus_id/85073955761
Chemura A. (2021) 'Quantifying Agroforestry Yield Buffering Potential Under Climate Change in the Smallholder Maize Farming Systems of Ethiopia'. Frontiers in Agronomy. https://doi.org/10.3389/fagro.2021.609536,10.3389/fagro.2021.609536,Quantifying Agroforestry Yield Buffering Potential Under Climate Change in the Smallholder Maize Farming Systems of Ethiopia,2021-02-01,Frontiers in Agronomy,10.3389/fagro.2021.609536,2-s2.0-85120331492,85120331492,27,https://api.elsevier.com/content/abstract/scopus_id/85120331492
"Atuoye K.N. (2021) 'Who are the losers? Gendered-migration, climate change, and the impact of large scale land acquisitions on food security in coastal Tanzania'. Land Use Policy. https://doi.org/10.1016/j.landusepol.2020.105154",10.1016/j.landusepol.2020.105154,"Who are the losers? Gendered-migration, climate change, and the impact of large scale land acquisitions on food security in coastal Tanzania",2021-02-01,Land Use Policy,10.1016/j.landusepol.2020.105154,2-s2.0-85094129822,85094129822,28,https://api.elsevier.com/content/abstract/scopus_id/85094129822
Foguesatto C.R. (2021) 'What shapes farmers’ perception of climate change? A case study of southern Brazil'. Environment Development and Sustainability. https://doi.org/10.1007/s10668-020-00634-z,10.1007/s10668-020-00634-z,What shapes farmers’ perception of climate change? A case study of southern Brazil,2021-02-01,Environment Development and Sustainability,10.1007/s10668-020-00634-z,2-s2.0-85079168358,85079168358,25,https://api.elsevier.com/content/abstract/scopus_id/85079168358
Mohammed K. (2021) 'Livelihood diversification strategies and resilience to climate change in semi-arid northern Ghana'. Climatic Change. https://doi.org/10.1007/s10584-021-03034-y,10.1007/s10584-021-03034-y,Livelihood diversification strategies and resilience to climate change in semi-arid northern Ghana,2021-02-01,Climatic Change,10.1007/s10584-021-03034-y,2-s2.0-85101542820,85101542820,71,https://api.elsevier.com/content/abstract/scopus_id/85101542820
"Hasibuan A.M. (2021) 'The role of certification, risk and time preferences in promoting adoption of climate-resilient citrus varieties in Indonesia'. Climatic Change. https://doi.org/10.1007/s10584-021-03015-1",10.1007/s10584-021-03015-1,"The role of certification, risk and time preferences in promoting adoption of climate-resilient citrus varieties in Indonesia",2021-02-01,Climatic Change,10.1007/s10584-021-03015-1,2-s2.0-85100997200,85100997200,12,https://api.elsevier.com/content/abstract/scopus_id/85100997200
Taylor J. (2021) 'Phenological tracking of a seasonal climate window in a recovering tropical island bird species'. Climatic Change. https://doi.org/10.1007/s10584-021-02971-y,10.1007/s10584-021-02971-y,Phenological tracking of a seasonal climate window in a recovering tropical island bird species,2021-02-01,Climatic Change,10.1007/s10584-021-02971-y,2-s2.0-85101426230,85101426230,5,https://api.elsevier.com/content/abstract/scopus_id/85101426230
"Ghosh M. (2021) 'Climate change vulnerability of rural households in flood-prone areas of Himalayan foothills, West Bengal, India'. Environment Development and Sustainability. https://doi.org/10.1007/s10668-020-00687-0",10.1007/s10668-020-00687-0,"Climate change vulnerability of rural households in flood-prone areas of Himalayan foothills, West Bengal, India",2021-02-01,Environment Development and Sustainability,10.1007/s10668-020-00687-0,2-s2.0-85083157415,85083157415,60,https://api.elsevier.com/content/abstract/scopus_id/85083157415
Carella F. (2021) 'Thermal conversion of fish bones into fertilizers and biostimulants for plant growth-A low tech valorization process for the development of circular economy in least developed countries'. Journal of Environmental Chemical Engineering. https://doi.org/10.1016/j.jece.2020.104815,10.1016/j.jece.2020.104815,Thermal conversion of fish bones into fertilizers and biostimulants for plant growth-A low tech valorization process for the development of circular economy in least developed countries,2021-02-01,Journal of Environmental Chemical Engineering,10.1016/j.jece.2020.104815,2-s2.0-85097959535,85097959535,27,https://api.elsevier.com/content/abstract/scopus_id/85097959535
"Ghosh-Jerath S. (2021) 'Traditional Food Environment and Factors Affecting Indigenous Food Consumption in Munda Tribal Community of Jharkhand, India'. Frontiers in Nutrition. https://doi.org/10.3389/fnut.2020.600470",10.3389/fnut.2020.600470,"Traditional Food Environment and Factors Affecting Indigenous Food Consumption in Munda Tribal Community of Jharkhand, India",2021-02-01,Frontiers in Nutrition,10.3389/fnut.2020.600470,2-s2.0-85100866198,85100866198,40,https://api.elsevier.com/content/abstract/scopus_id/85100866198
"Berhanu Y. (2021) 'A system analysis to assess the effect of low-cost agricultural technologies on productivity, income and GHG emissions in mixed farming systems in southern Ethiopia'. Agricultural Systems. https://doi.org/10.1016/j.agsy.2020.102988",10.1016/j.agsy.2020.102988,"A system analysis to assess the effect of low-cost agricultural technologies on productivity, income and GHG emissions in mixed farming systems in southern Ethiopia",2021-02-01,Agricultural Systems,10.1016/j.agsy.2020.102988,2-s2.0-85098118985,85098118985,16,https://api.elsevier.com/content/abstract/scopus_id/85098118985
"Novotny I.P. (2021) 'The importance of the traditional milpa in food security and nutritional self-sufficiency in the highlands of Oaxaca, Mexico'. Plos One. https://doi.org/10.1371/journal.pone.0246281",10.1371/journal.pone.0246281,"The importance of the traditional milpa in food security and nutritional self-sufficiency in the highlands of Oaxaca, Mexico",2021-02-01,Plos One,10.1371/journal.pone.0246281,2-s2.0-85101424063,85101424063,42,https://api.elsevier.com/content/abstract/scopus_id/85101424063
Fava F. (2021) 'Earth observation for drought risk financing in pastoral systems of sub-Saharan Africa'. Current Opinion in Environmental Sustainability. https://doi.org/10.1016/j.cosust.2020.09.006,10.1016/j.cosust.2020.09.006,Earth observation for drought risk financing in pastoral systems of sub-Saharan Africa,2021-02-01,Current Opinion in Environmental Sustainability,10.1016/j.cosust.2020.09.006,2-s2.0-85092715704,85092715704,26,https://api.elsevier.com/content/abstract/scopus_id/85092715704
"Das S. (2021) 'Social vulnerability to environmental hazards in the Ganges-Brahmaputra-Meghna delta, India and Bangladesh'. International Journal of Disaster Risk Reduction. https://doi.org/10.1016/j.ijdrr.2020.101983",10.1016/j.ijdrr.2020.101983,"Social vulnerability to environmental hazards in the Ganges-Brahmaputra-Meghna delta, India and Bangladesh",2021-02-01,International Journal of Disaster Risk Reduction,10.1016/j.ijdrr.2020.101983,2-s2.0-85099522200,85099522200,47,https://api.elsevier.com/content/abstract/scopus_id/85099522200
Song A.M. (2021) 'From conversion to conservation to carbon: The changing policy discourse on mangrove governance and use in the Philippines'. Journal of Rural Studies. https://doi.org/10.1016/j.jrurstud.2021.01.008,10.1016/j.jrurstud.2021.01.008,From conversion to conservation to carbon: The changing policy discourse on mangrove governance and use in the Philippines,2021-02-01,Journal of Rural Studies,10.1016/j.jrurstud.2021.01.008,2-s2.0-85100110148,85100110148,42,https://api.elsevier.com/content/abstract/scopus_id/85100110148
"Gunn K.M. (2021) 'Why are some drought-affected farmers less distressed than others? The association between stress, psychological distress, acceptance, behavioural disengagement and neuroticism'. Australian Journal of Rural Health. https://doi.org/10.1111/ajr.12695",10.1111/ajr.12695,"Why are some drought-affected farmers less distressed than others? The association between stress, psychological distress, acceptance, behavioural disengagement and neuroticism",2021-02-01,Australian Journal of Rural Health,10.1111/ajr.12695,2-s2.0-85101483625,85101483625,14,https://api.elsevier.com/content/abstract/scopus_id/85101483625
Schauberger G. (2021) 'Economic risk assessment by weather-related heat stress indices for confined livestock buildings: A case study for fattening pigs in Central Europe'. Agriculture Switzerland. https://doi.org/10.3390/agriculture11020122,10.3390/agriculture11020122,Economic risk assessment by weather-related heat stress indices for confined livestock buildings: A case study for fattening pigs in Central Europe,2021-02-01,Agriculture Switzerland,10.3390/agriculture11020122,2-s2.0-85100805117,85100805117,6,https://api.elsevier.com/content/abstract/scopus_id/85100805117
Aggarwal S. (2021) 'Tenure reform for better forestry: An unfinished policy agenda'. Forest Policy and Economics. https://doi.org/10.1016/j.forpol.2020.102376,10.1016/j.forpol.2020.102376,Tenure reform for better forestry: An unfinished policy agenda,2021-02-01,Forest Policy and Economics,10.1016/j.forpol.2020.102376,2-s2.0-85097539258,85097539258,46,https://api.elsevier.com/content/abstract/scopus_id/85097539258
Villafuerte M.Q. (2021) 'Climdatph: An online platform for philippine climate data acquisition'. Philippine Journal of Science.,climdatphanonlineplatformforphilippineclimatedataacquisition,Climdatph: An online platform for philippine climate data acquisition,2021-02-01,Philippine Journal of Science,,2-s2.0-85101136435,85101136435,13,https://api.elsevier.com/content/abstract/scopus_id/85101136435
Du S. (2021) 'Policy delivery gaps in the land-based flood risk management in China: A wider partnership is needed'. Environmental Science and Policy. https://doi.org/10.1016/j.envsci.2020.11.005,10.1016/j.envsci.2020.11.005,Policy delivery gaps in the land-based flood risk management in China: A wider partnership is needed,2021-02-01,Environmental Science and Policy,10.1016/j.envsci.2020.11.005,2-s2.0-85097419031,85097419031,9,https://api.elsevier.com/content/abstract/scopus_id/85097419031
Bang N.N. (2021) 'Characteristics of cowsheds in Vietnamese smallholder dairy farms and their associations with microclimate—a preliminary study'. Animals. https://doi.org/10.3390/ani11020351,10.3390/ani11020351,Characteristics of cowsheds in Vietnamese smallholder dairy farms and their associations with microclimate—a preliminary study,2021-02-01,Animals,10.3390/ani11020351,2-s2.0-85100024711,85100024711,12,https://api.elsevier.com/content/abstract/scopus_id/85100024711
Karlson B. (2021) 'Harmful algal blooms and their effects in coastal seas of Northern Europe'. Harmful Algae. https://doi.org/10.1016/j.hal.2021.101989,10.1016/j.hal.2021.101989,Harmful algal blooms and their effects in coastal seas of Northern Europe,2021-02-01,Harmful Algae,10.1016/j.hal.2021.101989,2-s2.0-85102149804,85102149804,260,https://api.elsevier.com/content/abstract/scopus_id/85102149804
"Oyeogbe A. (2021) 'Diversification of maize-based intercropping systems in tropical rainforest agroecosystem of Nigeria: Productivity, profitability and soil fertility'. Future of Food Journal on Food Agriculture and Society. https://doi.org/10.17170/kobra-202011192213",10.17170/kobra-202011192213,"Diversification of maize-based intercropping systems in tropical rainforest agroecosystem of Nigeria: Productivity, profitability and soil fertility",2021-02-01,Future of Food Journal on Food Agriculture and Society,10.17170/kobra-202011192213,2-s2.0-85104808396,85104808396,3,https://api.elsevier.com/content/abstract/scopus_id/85104808396
Murray-Tortarolo G.N. (2021) 'Drought as a driver of Mexico-US migration'. Climatic Change. https://doi.org/10.1007/s10584-021-03030-2,10.1007/s10584-021-03030-2,Drought as a driver of Mexico-US migration,2021-02-01,Climatic Change,10.1007/s10584-021-03030-2,2-s2.0-85101277257,85101277257,17,https://api.elsevier.com/content/abstract/scopus_id/85101277257
Edwards-Callaway L.N. (2021) 'Impacts of shade on cattle well-being in the beef supply chain'. Journal of Animal Science. https://doi.org/10.1093/jas/skaa375,10.1093/jas/skaa375,Impacts of shade on cattle well-being in the beef supply chain,2021-02-01,Journal of Animal Science,10.1093/jas/skaa375,2-s2.0-85102090599,85102090599,54,https://api.elsevier.com/content/abstract/scopus_id/85102090599
Panigrahi N. (2021) 'Identifying opportunities to improve management of water stress in banana production'. Scientia Horticulturae. https://doi.org/10.1016/j.scienta.2020.109735,10.1016/j.scienta.2020.109735,Identifying opportunities to improve management of water stress in banana production,2021-01-27,Scientia Horticulturae,10.1016/j.scienta.2020.109735,2-s2.0-85091219244,85091219244,77,https://api.elsevier.com/content/abstract/scopus_id/85091219244
Khanal U. (2021) 'Smallholder farmers’ adaptation to climate change and its potential contribution to UN's sustainable development goals of zero hunger and no poverty'. Journal of Cleaner Production. https://doi.org/10.1016/j.jclepro.2020.124999,10.1016/j.jclepro.2020.124999,Smallholder farmers’ adaptation to climate change and its potential contribution to UN's sustainable development goals of zero hunger and no poverty,2021-01-25,Journal of Cleaner Production,10.1016/j.jclepro.2020.124999,2-s2.0-85095943549,85095943549,104,https://api.elsevier.com/content/abstract/scopus_id/85095943549
Mkwambisi D.D. (2021) 'Farmer Preparedness for Building Resilient Agri-Food Systems: Lessons From the 2015/2016 El Niño Drought in Malawi'. Frontiers in Climate. https://doi.org/10.3389/fclim.2020.584245,10.3389/fclim.2020.584245,Farmer Preparedness for Building Resilient Agri-Food Systems: Lessons From the 2015/2016 El Niño Drought in Malawi,2021-01-20,Frontiers in Climate,10.3389/fclim.2020.584245,2-s2.0-85114453970,85114453970,11,https://api.elsevier.com/content/abstract/scopus_id/85114453970
"Reid R.S. (2021) 'Using Research to Support Transformative Impacts on Complex, “Wicked Problems” With Pastoral Peoples in Rangelands'. Frontiers in Sustainable Food Systems. https://doi.org/10.3389/fsufs.2020.600689",10.3389/fsufs.2020.600689,"Using Research to Support Transformative Impacts on Complex, “Wicked Problems” With Pastoral Peoples in Rangelands",2021-01-18,Frontiers in Sustainable Food Systems,10.3389/fsufs.2020.600689,2-s2.0-85100569277,85100569277,25,https://api.elsevier.com/content/abstract/scopus_id/85100569277
"Tibesigwa B. (2021) 'Long-rains crops, short-rains crops, permanent crops and fruit crops: The ‘hidden’ multiple season-cropping system for adaptation to rain variability by smallholder farms'. Journal of Environmental Management. https://doi.org/10.1016/j.jenvman.2020.111407",10.1016/j.jenvman.2020.111407,"Long-rains crops, short-rains crops, permanent crops and fruit crops: The ‘hidden’ multiple season-cropping system for adaptation to rain variability by smallholder farms",2021-01-15,Journal of Environmental Management,10.1016/j.jenvman.2020.111407,2-s2.0-85096485431,85096485431,9,https://api.elsevier.com/content/abstract/scopus_id/85096485431
Hasan M.K. (2021) 'Discriminated perceptions of climatic impacts on coastal farm management practices'. Journal of Environmental Management. https://doi.org/10.1016/j.jenvman.2020.111550,10.1016/j.jenvman.2020.111550,Discriminated perceptions of climatic impacts on coastal farm management practices,2021-01-15,Journal of Environmental Management,10.1016/j.jenvman.2020.111550,2-s2.0-85094193119,85094193119,6,https://api.elsevier.com/content/abstract/scopus_id/85094193119
Lu J. (2021) 'Explaining the use of online agricultural decision support tools with weather or climate information in the Midwestern United States'. Journal of Environmental Management. https://doi.org/10.1016/j.jenvman.2020.111758,10.1016/j.jenvman.2020.111758,Explaining the use of online agricultural decision support tools with weather or climate information in the Midwestern United States,2021-01-15,Journal of Environmental Management,10.1016/j.jenvman.2020.111758,2-s2.0-85097581246,85097581246,22,https://api.elsevier.com/content/abstract/scopus_id/85097581246
Gunawardana S.K. (2021) 'Multiple drivers of hydrological alteration in the transboundary Srepok River Basin of the Lower Mekong Region'. Journal of Environmental Management. https://doi.org/10.1016/j.jenvman.2020.111524,10.1016/j.jenvman.2020.111524,Multiple drivers of hydrological alteration in the transboundary Srepok River Basin of the Lower Mekong Region,2021-01-15,Journal of Environmental Management,10.1016/j.jenvman.2020.111524,2-s2.0-85094192923,85094192923,42,https://api.elsevier.com/content/abstract/scopus_id/85094192923
Shima J.S. (2021) 'Lunar rhythms in growth of larval fish'. Proceedings of the Royal Society B Biological Sciences. https://doi.org/10.1098/rspb.2020.2609,10.1098/rspb.2020.2609,Lunar rhythms in growth of larval fish,2021-01-13,Proceedings of the Royal Society B Biological Sciences,10.1098/rspb.2020.2609,2-s2.0-85099901016,85099901016,25,https://api.elsevier.com/content/abstract/scopus_id/85099901016
Fisher M.C. (2021) 'Climate shock effects and mediation in fisheries'. Proceedings of the National Academy of Sciences of the United States of America. https://doi.org/10.1073/pnas.2014379117,10.1073/pnas.2014379117,Climate shock effects and mediation in fisheries,2021-01-12,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.2014379117,2-s2.0-85098971367,85098971367,68,https://api.elsevier.com/content/abstract/scopus_id/85098971367
Boivin-Rioux A. (2021) 'Predicting the Effects of Climate Change on the Occurrence of the Toxic Dinoflagellate Alexandrium catenella Along Canada’s East Coast'. Frontiers in Marine Science. https://doi.org/10.3389/fmars.2020.608021,10.3389/fmars.2020.608021,Predicting the Effects of Climate Change on the Occurrence of the Toxic Dinoflagellate Alexandrium catenella Along Canada’s East Coast,2021-01-07,Frontiers in Marine Science,10.3389/fmars.2020.608021,2-s2.0-85099729821,85099729821,20,https://api.elsevier.com/content/abstract/scopus_id/85099729821
Bronkhorst R. (2021) 'The economics of human rights: Using the living income/fair price approach to combat poverty'. Economics of Human Rights Using the Living Income Fair Price Approach to Combat Poverty. https://doi.org/10.1007/978-3-030-59166-3,10.1007/978-3-030-59166-3,The economics of human rights: Using the living income/fair price approach to combat poverty,2021-01-05,Economics of Human Rights Using the Living Income Fair Price Approach to Combat Poverty,10.1007/978-3-030-59166-3,2-s2.0-85150287226,85150287226,0,https://api.elsevier.com/content/abstract/scopus_id/85150287226
Eshetu G. (2021) 'Determinants of smallholder farmers’ adaptation options to climate change in a coffee-based farming system of Southwest Ethiopia'. Climate and Development. https://doi.org/10.1080/17565529.2020.1772706,10.1080/17565529.2020.1772706,Determinants of smallholder farmers’ adaptation options to climate change in a coffee-based farming system of Southwest Ethiopia,2021-01-01,Climate and Development,10.1080/17565529.2020.1772706,2-s2.0-85087014654,85087014654,50,https://api.elsevier.com/content/abstract/scopus_id/85087014654
Zhu Y. (2021) 'Adaptation strategies and land productivity of banana farmers under climate change in China'. Climate Risk Management. https://doi.org/10.1016/j.crm.2021.100368,10.1016/j.crm.2021.100368,Adaptation strategies and land productivity of banana farmers under climate change in China,2021-01-01,Climate Risk Management,10.1016/j.crm.2021.100368,2-s2.0-85116344434,85116344434,18,https://api.elsevier.com/content/abstract/scopus_id/85116344434
Dutta S. (2021) 'Farmers-Led Adaptation Strategies to Climate Change for Sustaining Coastal Agriculture in Sundarbans Region of India'. Climate Change and Resilient Food Systems Issues Challenges and Way Forwards. https://doi.org/10.1007/978-981-33-4538-6_10,10.1007/978-981-33-4538-6_10,Farmers-Led Adaptation Strategies to Climate Change for Sustaining Coastal Agriculture in Sundarbans Region of India,2021-01-01,Climate Change and Resilient Food Systems Issues Challenges and Way Forwards,10.1007/978-981-33-4538-6_10,2-s2.0-85144838899,85144838899,8,https://api.elsevier.com/content/abstract/scopus_id/85144838899
Sen L.T.H. (2021) 'The importance of climate change awareness for the adaptive capacity of ethnic minority farmers in the mountainous areas of Thua Thien Hue province'. Local Environment. https://doi.org/10.1080/13549839.2021.1886064,10.1080/13549839.2021.1886064,The importance of climate change awareness for the adaptive capacity of ethnic minority farmers in the mountainous areas of Thua Thien Hue province,2021-01-01,Local Environment,10.1080/13549839.2021.1886064,2-s2.0-85100956508,85100956508,18,https://api.elsevier.com/content/abstract/scopus_id/85100956508
Rahman M.S. (2021) 'The impact of climate change adaptation strategies on income and food security: Empirical evidence from small-scale fishers in Indonesia'. Sustainability Switzerland. https://doi.org/10.3390/su13147905,10.3390/su13147905,The impact of climate change adaptation strategies on income and food security: Empirical evidence from small-scale fishers in Indonesia,2021-01-01,Sustainability Switzerland,10.3390/su13147905,2-s2.0-85111095539,85111095539,52,https://api.elsevier.com/content/abstract/scopus_id/85111095539
Deji O.F. (2021) 'Gender Implications of Farmers’ Indigenous Climate Change Adaptation Strategies Along Agriculture Value Chain in Nigeria'. African Handbook of Climate Change Adaptation with 610 Figures and 361 Tables. https://doi.org/10.1007/978-3-030-45106-6_13,10.1007/978-3-030-45106-6_13,Gender Implications of Farmers’ Indigenous Climate Change Adaptation Strategies Along Agriculture Value Chain in Nigeria,2021-01-01,African Handbook of Climate Change Adaptation with 610 Figures and 361 Tables,10.1007/978-3-030-45106-6_13,2-s2.0-85151229291,85151229291,1,https://api.elsevier.com/content/abstract/scopus_id/85151229291
Msongaleli B.M. (2021) 'Reducing Vulnerability of Rain-fed Cereal Production through Crop Simulation Modelling'. Handbook of Climate Change Management Research Leadership Transformation. https://doi.org/10.1007/978-3-030-57281-5_161,10.1007/978-3-030-57281-5_161,Reducing Vulnerability of Rain-fed Cereal Production through Crop Simulation Modelling,2021-01-01,Handbook of Climate Change Management Research Leadership Transformation,10.1007/978-3-030-57281-5_161,2-s2.0-85161958626,85161958626,0,https://api.elsevier.com/content/abstract/scopus_id/85161958626
Asare-Nuamah P. (2021) 'Climate Change Adaptation Among Smallholder Farmers in Rural Ghana'. African Handbook of Climate Change Adaptation with 610 Figures and 361 Tables. https://doi.org/10.1007/978-3-030-45106-6_279,10.1007/978-3-030-45106-6_279,Climate Change Adaptation Among Smallholder Farmers in Rural Ghana,2021-01-01,African Handbook of Climate Change Adaptation with 610 Figures and 361 Tables,10.1007/978-3-030-45106-6_279,2-s2.0-85151211514,85151211514,8,https://api.elsevier.com/content/abstract/scopus_id/85151211514
"Nkoana M.A. (2021) 'Determinants of Choice of Climate Change Adaptation Strategies Amongst Small-Scale Crop-Livestock Farmers: Case Study of Limpopo Province, South Africa'. Handbook of Climate Change Management Research Leadership Transformation. https://doi.org/10.1007/978-3-030-57281-5_94",10.1007/978-3-030-57281-5_94,"Determinants of Choice of Climate Change Adaptation Strategies Amongst Small-Scale Crop-Livestock Farmers: Case Study of Limpopo Province, South Africa",2021-01-01,Handbook of Climate Change Management Research Leadership Transformation,10.1007/978-3-030-57281-5_94,2-s2.0-85161939574,85161939574,1,https://api.elsevier.com/content/abstract/scopus_id/85161939574
"Tugjamba N. (2021) 'Adaptation strategies of nomadic herders in northeast Mongolia: climate, globalisation and traditional knowledge'. Local Environment. https://doi.org/10.1080/13549839.2021.1891032",10.1080/13549839.2021.1891032,"Adaptation strategies of nomadic herders in northeast Mongolia: climate, globalisation and traditional knowledge",2021-01-01,Local Environment,10.1080/13549839.2021.1891032,2-s2.0-85101287812,85101287812,18,https://api.elsevier.com/content/abstract/scopus_id/85101287812
Awazi N.P. (2021) 'Farmers’ Adaptive Capacity to Climate Change in Africa: Small-Scale Farmers in Cameroon'. African Handbook of Climate Change Adaptation with 610 Figures and 361 Tables. https://doi.org/10.1007/978-3-030-45106-6_9,10.1007/978-3-030-45106-6_9,Farmers’ Adaptive Capacity to Climate Change in Africa: Small-Scale Farmers in Cameroon,2021-01-01,African Handbook of Climate Change Adaptation with 610 Figures and 361 Tables,10.1007/978-3-030-45106-6_9,2-s2.0-85151221005,85151221005,12,https://api.elsevier.com/content/abstract/scopus_id/85151221005
Rubio I. (2021) 'Social connectivity and adaptive capacity strategies in large-scale fisheries'. Ecology and Society. https://doi.org/10.5751/es-12395-260242,10.5751/es-12395-260242,Social connectivity and adaptive capacity strategies in large-scale fisheries,2021-01-01,Ecology and Society,10.5751/es-12395-260242,2-s2.0-85109854991,85109854991,6,https://api.elsevier.com/content/abstract/scopus_id/85109854991
Wang X.X. (2021) 'Visual and quantitative analysis of climate change perception and adaptive behavior research m'. Climate Change Research. https://doi.org/10.12006/j.issn.1673-1719.2020.113,10.12006/j.issn.1673-1719.2020.113,Visual and quantitative analysis of climate change perception and adaptive behavior research m,2021-01-01,Climate Change Research,10.12006/j.issn.1673-1719.2020.113,2-s2.0-85113657790,85113657790,1,https://api.elsevier.com/content/abstract/scopus_id/85113657790
Ben Nasr J. (2021) 'Climate Change Adaptation and Resilience for Tunisian Farmers in Semi-arid Regions'. Environmental Science and Engineering. https://doi.org/10.1007/978-3-030-51210-1_158,10.1007/978-3-030-51210-1_158,Climate Change Adaptation and Resilience for Tunisian Farmers in Semi-arid Regions,2021-01-01,Environmental Science and Engineering,10.1007/978-3-030-51210-1_158,2-s2.0-85106185378,85106185378,0,https://api.elsevier.com/content/abstract/scopus_id/85106185378
"Adane A. (2021) 'Effects of quality coffee production on smallholders’ adaptation to climate change in Yirgacheffe, Southern Ethiopia'. International Journal of Climate Change Strategies and Management. https://doi.org/10.1108/ijccsm-01-2021-0002",10.1108/ijccsm-01-2021-0002,"Effects of quality coffee production on smallholders’ adaptation to climate change in Yirgacheffe, Southern Ethiopia",2021-01-01,International Journal of Climate Change Strategies and Management,10.1108/ijccsm-01-2021-0002,2-s2.0-85114327485,85114327485,12,https://api.elsevier.com/content/abstract/scopus_id/85114327485
