citation_raw,record_key,title,coverDate,publicationName,doi,eid,scopus_id,citedby_count,prism_url
Anil A.J. (2026) 'Livelihood Vulnerability and Resilience of Coastal Communities in Kerala: A Case Study'. Lecture Notes in Networks and Systems. https://doi.org/10.1007/978-981-96-9248-4_15,10.1007/978-981-96-9248-4_15,Livelihood Vulnerability and Resilience of Coastal Communities in Kerala: A Case Study,2026-01-01,Lecture Notes in Networks and Systems,10.1007/978-981-96-9248-4_15,2-s2.0-105020189013,105020189013,0,https://api.elsevier.com/content/abstract/scopus_id/105020189013
"Kubwimana S. (2026) 'Spatio-temporal temperature analysis for agricultural sustainability in Huye District, Southern Rwanda'. Theoretical and Applied Climatology. https://doi.org/10.1007/s00704-025-05932-y",10.1007/s00704-025-05932-y,"Spatio-temporal temperature analysis for agricultural sustainability in Huye District, Southern Rwanda",2026-01-01,Theoretical and Applied Climatology,10.1007/s00704-025-05932-y,2-s2.0-105026352311,105026352311,0,https://api.elsevier.com/content/abstract/scopus_id/105026352311
Halonen J.I. (2026) 'Symptoms of anxiety and worry about climate impacts among Finnish forest owners'. Scandinavian Journal of Forest Research. https://doi.org/10.1080/02827581.2025.2554910,10.1080/02827581.2025.2554910,Symptoms of anxiety and worry about climate impacts among Finnish forest owners,2026-01-01,Scandinavian Journal of Forest Research,10.1080/02827581.2025.2554910,2-s2.0-105017072842,105017072842,0,https://api.elsevier.com/content/abstract/scopus_id/105017072842
Kaur R. (2026) 'India’s Blue Economy: Financial Prospects and Investment Strategies'. World Sustainability Series. https://doi.org/10.1007/978-3-032-07224-5_14,10.1007/978-3-032-07224-5_14,India’s Blue Economy: Financial Prospects and Investment Strategies,2026-01-01,World Sustainability Series,10.1007/978-3-032-07224-5_14,2-s2.0-105026608522,105026608522,0,https://api.elsevier.com/content/abstract/scopus_id/105026608522
Asteraye G.B. (2026) 'Classification of donkey systems in Ethiopia'. Preventive Veterinary Medicine. https://doi.org/10.1016/j.prevetmed.2025.106719,10.1016/j.prevetmed.2025.106719,Classification of donkey systems in Ethiopia,2026-01-01,Preventive Veterinary Medicine,10.1016/j.prevetmed.2025.106719,2-s2.0-105018960385,105018960385,0,https://api.elsevier.com/content/abstract/scopus_id/105018960385
"Rathnayake Mudiyanselage P.J.R. (2026) 'Spatial ecological risk assessment of Kaeng Krachan national park, Thailand (UNESCO world heritage site) through integration of AHP, Shannon’s entropy, and Monte Carlo simulation'. Modeling Earth Systems and Environment. https://doi.org/10.1007/s40808-025-02645-z",10.1007/s40808-025-02645-z,"Spatial ecological risk assessment of Kaeng Krachan national park, Thailand (UNESCO world heritage site) through integration of AHP, Shannon’s entropy, and Monte Carlo simulation",2026-01-01,Modeling Earth Systems and Environment,10.1007/s40808-025-02645-z,2-s2.0-105019565083,105019565083,0,https://api.elsevier.com/content/abstract/scopus_id/105019565083
"van Asselt J. (2026) 'Climate, conflict, and the coping capacity of farm households in Myanmar'. Journal of Rural Studies. https://doi.org/10.1016/j.jrurstud.2025.103909",10.1016/j.jrurstud.2025.103909,"Climate, conflict, and the coping capacity of farm households in Myanmar",2026-01-01,Journal of Rural Studies,10.1016/j.jrurstud.2025.103909,2-s2.0-105021218307,105021218307,0,https://api.elsevier.com/content/abstract/scopus_id/105021218307
Chatterjee A. (2026) 'Role of non-timber forest products (NTFPs) in livelihood security of forest-fringe tribal communities in Purulia district of West Bengal'. Agroforestry Systems. https://doi.org/10.1007/s10457-025-01415-1,10.1007/s10457-025-01415-1,Role of non-timber forest products (NTFPs) in livelihood security of forest-fringe tribal communities in Purulia district of West Bengal,2026-01-01,Agroforestry Systems,10.1007/s10457-025-01415-1,2-s2.0-105025781467,105025781467,0,https://api.elsevier.com/content/abstract/scopus_id/105025781467
Stufano A. (2026) 'Heat stress and neurological biomarkers in outdoor workers: a cross-sectional observational study'. Environmental Research. https://doi.org/10.1016/j.envres.2025.123273,10.1016/j.envres.2025.123273,Heat stress and neurological biomarkers in outdoor workers: a cross-sectional observational study,2026-01-01,Environmental Research,10.1016/j.envres.2025.123273,2-s2.0-105021127629,105021127629,0,https://api.elsevier.com/content/abstract/scopus_id/105021127629
Yu W. (2026) 'Rice yield prediction in unseen years at field level with high-resolution gross primary productivity derived from Sentinel-2 imagery'. Remote Sensing of Environment. https://doi.org/10.1016/j.rse.2025.115061,10.1016/j.rse.2025.115061,Rice yield prediction in unseen years at field level with high-resolution gross primary productivity derived from Sentinel-2 imagery,2026-01-01,Remote Sensing of Environment,10.1016/j.rse.2025.115061,2-s2.0-105018110416,105018110416,1,https://api.elsevier.com/content/abstract/scopus_id/105018110416
Renck V. (2026) 'Reimagining coastal management: Addressing socio-environmental conflicts in a traditional fishing community in the delta of the Amazon River'. Marine Policy. https://doi.org/10.1016/j.marpol.2025.106904,10.1016/j.marpol.2025.106904,Reimagining coastal management: Addressing socio-environmental conflicts in a traditional fishing community in the delta of the Amazon River,2026-01-01,Marine Policy,10.1016/j.marpol.2025.106904,2-s2.0-105022162618,105022162618,0,https://api.elsevier.com/content/abstract/scopus_id/105022162618
Tinoco J.A. (2026) 'Carbon storage in coffee agroforestry systems: a bibliometric analysis and meta-analysis'. Agroforestry Systems. https://doi.org/10.1007/s10457-025-01389-0,10.1007/s10457-025-01389-0,Carbon storage in coffee agroforestry systems: a bibliometric analysis and meta-analysis,2026-01-01,Agroforestry Systems,10.1007/s10457-025-01389-0,2-s2.0-105022641346,105022641346,0,https://api.elsevier.com/content/abstract/scopus_id/105022641346
Zhou C. (2026) 'Research progress on commercial tropical tuna habitat'. Journal of Fisheries of China. https://doi.org/10.11964/jfc.20230614052,10.11964/jfc.20230614052,Research progress on commercial tropical tuna habitat,2026-01-01,Journal of Fisheries of China,10.11964/jfc.20230614052,2-s2.0-105024011417,105024011417,0,https://api.elsevier.com/content/abstract/scopus_id/105024011417
Kang J. (2026) 'Nitrogen fertilizer and high-protein varieties work together to increase wheat grain protein concentration and yield'. Agricultural Systems. https://doi.org/10.1016/j.agsy.2025.104510,10.1016/j.agsy.2025.104510,Nitrogen fertilizer and high-protein varieties work together to increase wheat grain protein concentration and yield,2026-01-01,Agricultural Systems,10.1016/j.agsy.2025.104510,2-s2.0-105015507567,105015507567,2,https://api.elsevier.com/content/abstract/scopus_id/105015507567
Islam M.M. (2026) 'Determinants and Welfare Impacts of Combined Harvester Adoption in Wetland Areas of Bangladesh: The Role of Market Participation'. Food and Energy Security. https://doi.org/10.1002/fes3.70172,10.1002/fes3.70172,Determinants and Welfare Impacts of Combined Harvester Adoption in Wetland Areas of Bangladesh: The Role of Market Participation,2026-01-01,Food and Energy Security,10.1002/fes3.70172,2-s2.0-105025649629,105025649629,0,https://api.elsevier.com/content/abstract/scopus_id/105025649629
Himanshu (2026) 'AI Crop Analysis and Recommendation System'. Lecture Notes in Networks and Systems. https://doi.org/10.1007/978-3-032-04222-4_16,10.1007/978-3-032-04222-4_16,AI Crop Analysis and Recommendation System,2026-01-01,Lecture Notes in Networks and Systems,10.1007/978-3-032-04222-4_16,2-s2.0-105024305491,105024305491,0,https://api.elsevier.com/content/abstract/scopus_id/105024305491
Shi L. (2026) 'The pitfalls of pastoralism and grazing's hidden threat: Exacerbation of rainfall erosion in semi-arid areas of China'. Plants People Planet. https://doi.org/10.1002/ppp3.70061,10.1002/ppp3.70061,The pitfalls of pastoralism and grazing's hidden threat: Exacerbation of rainfall erosion in semi-arid areas of China,2026-01-01,Plants People Planet,10.1002/ppp3.70061,2-s2.0-105009411933,105009411933,0,https://api.elsevier.com/content/abstract/scopus_id/105009411933
Laub M. (2026) 'The potential to increase maize yields and mitigate climate change by adopting integrated soil fertility management across different regions in Kenya — A simulation study'. Agricultural Systems. https://doi.org/10.1016/j.agsy.2025.104477,10.1016/j.agsy.2025.104477,The potential to increase maize yields and mitigate climate change by adopting integrated soil fertility management across different regions in Kenya — A simulation study,2026-01-01,Agricultural Systems,10.1016/j.agsy.2025.104477,2-s2.0-105015333248,105015333248,0,https://api.elsevier.com/content/abstract/scopus_id/105015333248
Hassan R. (2026) 'Rethinking vulnerability and humanitarian assistance in the pastoral drylands: insights from northern Kenya and southern Ethiopia'. Disasters. https://doi.org/10.1111/disa.70033,10.1111/disa.70033,Rethinking vulnerability and humanitarian assistance in the pastoral drylands: insights from northern Kenya and southern Ethiopia,2026-01-01,Disasters,10.1111/disa.70033,2-s2.0-105025378639,105025378639,0,https://api.elsevier.com/content/abstract/scopus_id/105025378639
"Wittmann F. (2026) 'Amazonian Freshwater Wetlands: Biodiversity, Livelihoods, and Conservation'. Wetlands of Tropical and Subtropical South and Central America Biodiversity Livelihoods and Conservation. https://doi.org/10.1002/9781394307166.ch06",10.1002/9781394307166.ch06,"Amazonian Freshwater Wetlands: Biodiversity, Livelihoods, and Conservation",2026-01-01,Wetlands of Tropical and Subtropical South and Central America Biodiversity Livelihoods and Conservation,10.1002/9781394307166.ch06,2-s2.0-105026427337,105026427337,0,https://api.elsevier.com/content/abstract/scopus_id/105026427337
da Silveira F. (2026) 'Exploring the drivers of responsible scaling of Agriculture 4.0 technologies for transformative impact in the modern agri-food ecosystem: An ISM-based analysis'. Agricultural Systems. https://doi.org/10.1016/j.agsy.2025.104508,10.1016/j.agsy.2025.104508,Exploring the drivers of responsible scaling of Agriculture 4.0 technologies for transformative impact in the modern agri-food ecosystem: An ISM-based analysis,2026-01-01,Agricultural Systems,10.1016/j.agsy.2025.104508,2-s2.0-105016795460,105016795460,1,https://api.elsevier.com/content/abstract/scopus_id/105016795460
Hasbi M. (2026) 'Development of a Semi-Automated Drip Irrigation System to Enhance Water Productivity and Tuber Yield of Gajah Cassava under Rainfed Conditions'. Journal of Global Innovations in Agricultural Sciences. https://doi.org/10.22194/jgias/26.1824,10.22194/jgias/26.1824,Development of a Semi-Automated Drip Irrigation System to Enhance Water Productivity and Tuber Yield of Gajah Cassava under Rainfed Conditions,2026-01-01,Journal of Global Innovations in Agricultural Sciences,10.22194/jgias/26.1824,2-s2.0-105020747502,105020747502,0,https://api.elsevier.com/content/abstract/scopus_id/105020747502
"Kumari N. (2026) 'Understanding farmer’s choice preferences for adopting paddy landraces in Jharkhand, India: implications for on-farm conservation'. Genetic Resources and Crop Evolution. https://doi.org/10.1007/s10722-025-02642-2",10.1007/s10722-025-02642-2,"Understanding farmer’s choice preferences for adopting paddy landraces in Jharkhand, India: implications for on-farm conservation",2026-01-01,Genetic Resources and Crop Evolution,10.1007/s10722-025-02642-2,2-s2.0-105024352481,105024352481,0,https://api.elsevier.com/content/abstract/scopus_id/105024352481
Pienaah C.K.A. (2026) 'Mental and Physical Health Risks Associated with Postharvest Loss Among Smallholder Farmers in Semi-Arid Northwest Ghana'. Global Social Welfare. https://doi.org/10.1007/s40609-025-00425-2,10.1007/s40609-025-00425-2,Mental and Physical Health Risks Associated with Postharvest Loss Among Smallholder Farmers in Semi-Arid Northwest Ghana,2026-01-01,Global Social Welfare,10.1007/s40609-025-00425-2,2-s2.0-105026373312,105026373312,0,https://api.elsevier.com/content/abstract/scopus_id/105026373312
Wang X. (2026) 'Coping With Extreme Weather Risks: Implications of Insurance Innovation and Government Subsidies in Agricultural Supply Chains'. IEEE Transactions on Engineering Management. https://doi.org/10.1109/tem.2025.3634149,10.1109/tem.2025.3634149,Coping With Extreme Weather Risks: Implications of Insurance Innovation and Government Subsidies in Agricultural Supply Chains,2026-01-01,IEEE Transactions on Engineering Management,10.1109/tem.2025.3634149,2-s2.0-105025820316,105025820316,0,https://api.elsevier.com/content/abstract/scopus_id/105025820316
Munawar M. (2026) 'Heat-tolerant Genetic Male Sterile Chilli Genotypes Sustain Yield through Maintaining Vegetative Growth and Fruit Number Per Plant Under Heat Stress'. International Journal of Agriculture and Biology. https://doi.org/10.17957/ijab/15.2442,10.17957/ijab/15.2442,Heat-tolerant Genetic Male Sterile Chilli Genotypes Sustain Yield through Maintaining Vegetative Growth and Fruit Number Per Plant Under Heat Stress,2026-01-01,International Journal of Agriculture and Biology,10.17957/ijab/15.2442,2-s2.0-105024807181,105024807181,0,https://api.elsevier.com/content/abstract/scopus_id/105024807181
Gayesha E. (2026) 'Post-disaster assessment of the socio-economic and environmental impacts of the MV X-Press Pearl on coastal communities in Sri Lanka'. Marine Pollution Bulletin. https://doi.org/10.1016/j.marpolbul.2025.118853,10.1016/j.marpolbul.2025.118853,Post-disaster assessment of the socio-economic and environmental impacts of the MV X-Press Pearl on coastal communities in Sri Lanka,2026-01-01,Marine Pollution Bulletin,10.1016/j.marpolbul.2025.118853,2-s2.0-105020588295,105020588295,0,https://api.elsevier.com/content/abstract/scopus_id/105020588295
de Almeida A.A. (2026) 'Enhancing productivity in growing rabbits: the impact of lipid source supplementation'. Tropical Animal Health and Production. https://doi.org/10.1007/s11250-025-04802-z,10.1007/s11250-025-04802-z,Enhancing productivity in growing rabbits: the impact of lipid source supplementation,2026-01-01,Tropical Animal Health and Production,10.1007/s11250-025-04802-z,2-s2.0-105024983881,105024983881,0,https://api.elsevier.com/content/abstract/scopus_id/105024983881
Berrospi M.L. (2026) 'COVID-19 and rural livelihoods: lessons from a longer-term assessment and the path to recovery'. World Development. https://doi.org/10.1016/j.worlddev.2025.107200,10.1016/j.worlddev.2025.107200,COVID-19 and rural livelihoods: lessons from a longer-term assessment and the path to recovery,2026-01-01,World Development,10.1016/j.worlddev.2025.107200,2-s2.0-105018384421,105018384421,0,https://api.elsevier.com/content/abstract/scopus_id/105018384421
"Swe K.N. (2026) 'Floods, land loss, and gendered vulnerability: Assessing the social impacts of small hydropower in Vietnam'. Environmental Development. https://doi.org/10.1016/j.envdev.2025.101312",10.1016/j.envdev.2025.101312,"Floods, land loss, and gendered vulnerability: Assessing the social impacts of small hydropower in Vietnam",2026-01-01,Environmental Development,10.1016/j.envdev.2025.101312,2-s2.0-105013094843,105013094843,1,https://api.elsevier.com/content/abstract/scopus_id/105013094843
Lubadi K.L. (2026) 'SUSTAINABLE ECONOMIC IMPACT OF THE CONGO RIVER: LESSONS FOR REGIONAL DEVELOPMENT AND RESOURCE MANAGEMENT'. Journal of Sustainable Development Law and Policy. https://doi.org/10.4314/jsdlp.v17i2.9,10.4314/jsdlp.v17i2.9,SUSTAINABLE ECONOMIC IMPACT OF THE CONGO RIVER: LESSONS FOR REGIONAL DEVELOPMENT AND RESOURCE MANAGEMENT,2026-01-01,Journal of Sustainable Development Law and Policy,10.4314/jsdlp.v17i2.9,2-s2.0-105024705266,105024705266,0,https://api.elsevier.com/content/abstract/scopus_id/105024705266
"Derbyshire S.F. (2026) 'Anticipatory action and pastoralism in Africa: a synthesis of current challenges, opportunities, and priorities'. Disasters. https://doi.org/10.1111/disa.70026",10.1111/disa.70026,"Anticipatory action and pastoralism in Africa: a synthesis of current challenges, opportunities, and priorities",2026-01-01,Disasters,10.1111/disa.70026,2-s2.0-105024913981,105024913981,0,https://api.elsevier.com/content/abstract/scopus_id/105024913981
Koshkina A. (2026) 'Drivers of human-saiga antelope conflict in semi-arid rangelands of West Kazakhstan'. Biological Conservation. https://doi.org/10.1016/j.biocon.2025.111631,10.1016/j.biocon.2025.111631,Drivers of human-saiga antelope conflict in semi-arid rangelands of West Kazakhstan,2026-01-01,Biological Conservation,10.1016/j.biocon.2025.111631,2-s2.0-105022194902,105022194902,0,https://api.elsevier.com/content/abstract/scopus_id/105022194902
Walker T.S. (1986) 'How small farm households adapt to risk'. Crop Insurance for Agricultural Development.,howsmallfarmhouseholdsadapttorisk,How small farm households adapt to risk.,1986-01-01,Crop Insurance for Agricultural Development,,2-s2.0-0022844826,0022844826,43,https://api.elsevier.com/content/abstract/scopus_id/0022844826
"Hekstra G. (1986) 'Will climatic changes flood the Netherlands? Effects on agriculture, land use and well-being'. Ambio.",willclimaticchangesfloodthenetherlandseffectsonagriculturelanduseandwellbeing,"Will climatic changes flood the Netherlands? Effects on agriculture, land use and well-being.",1986-01-01,Ambio,,2-s2.0-0022924970,0022924970,17,https://api.elsevier.com/content/abstract/scopus_id/0022924970
Stoop W.A. (1986) 'Agronomic management of cereal/cowpea cropping systems for major toposequence land types in the West African sacanna'. Field Crops Research. https://doi.org/10.1016/0378-4290(86)90066-3,10.1016/0378-4290(86)90066-3,Agronomic management of cereal/cowpea cropping systems for major toposequence land types in the West African sacanna,1986-01-01,Field Crops Research,10.1016/0378-4290(86)90066-3,2-s2.0-46149135843,46149135843,24,https://api.elsevier.com/content/abstract/scopus_id/46149135843
Kellogg W.W. (1983) 'Impacts of a CO2-induced climate change'. Carbon Dioxide Current Views and Developments in Energy Climate Research. https://doi.org/10.1007/978-94-009-6998-8_14,10.1007/978-94-009-6998-8_14,Impacts of a CO2-induced climate change.,1983-01-01,Carbon Dioxide Current Views and Developments in Energy Climate Research,10.1007/978-94-009-6998-8_14,2-s2.0-0021091656,0021091656,2,https://api.elsevier.com/content/abstract/scopus_id/0021091656
"Grivetti L.E. (1978) 'Nutritional success in a semi-arid land: Examination of Tswana agro-pastoralists of the eastern Kalahari, Botswana'. American Journal of Clinical Nutrition. https://doi.org/10.1093/ajcn/31.7.1204",10.1093/ajcn/31.7.1204,"Nutritional success in a semi-arid land: Examination of Tswana agro-pastoralists of the eastern Kalahari, Botswana",1978-01-01,American Journal of Clinical Nutrition,10.1093/ajcn/31.7.1204,2-s2.0-0018139896,0018139896,45,https://api.elsevier.com/content/abstract/scopus_id/0018139896
Waddell E. (1975) 'How the Enga cope with frost: Responses to climatic perturbations in the Central Highlands of New Guinea'. Human Ecology. https://doi.org/10.1007/bf01531426,10.1007/bf01531426,How the Enga cope with frost: Responses to climatic perturbations in the Central Highlands of New Guinea,1975-10-01,Human Ecology,10.1007/bf01531426,2-s2.0-0347281135,0347281135,82,https://api.elsevier.com/content/abstract/scopus_id/0347281135
