doi,field,field_type,CGS,LLM,AZ,SZC,JK,LJ,KK,CGS_vs_LLM,CGS_vs_AZ,CGS_vs_SZC,CGS_vs_JK,CGS_vs_LJ,LLM_vs_AZ,LLM_vs_SZC,LLM_vs_JK,LLM_vs_LJ,AZ_vs_SZC,AZ_vs_JK,AZ_vs_LJ,SZC_vs_JK,SZC_vs_LJ,JK_vs_LJ,CGS_vs_KK,LLM_vs_KK,AZ_vs_KK,SZC_vs_KK,JK_vs_KK,LJ_vs_KK
10.1080/17565529.2017.1411240,temporal_coverage,categorical,cross_sectional,cross_sectional,cross_sectional,cross_sectional,cross_sectional,,,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes
10.1080/17565529.2017.1411240,cost_data_reported,categorical,No,no,no,no,no,,,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes
10.1080/17565529.2017.1411240,purpose_of_assessment,categorical,research,research,research,research,research,,,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes
10.1080/17565529.2017.1411240,marginalized_subpopulations,multivalue,none_reported,none_reported,none_reported,none_reported,none_reported,,,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,both_empty
10.1080/17565529.2017.1411240,methodological_approach,multivalue,qualitative; quantitative,qualitative; quantitative,quantitative; qualitative,qualitative;quantitative,qualitative; quantitative,,,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,both_empty
10.1080/17565529.2017.1411240,process_outcome_domains,multivalue,"Awareness of climate change; knowledge of options; learning outcomes; Rates of adoption of a practice or technology; Changes in farming or land management behaviour; Reduced exposure or sensitivity to climate shocks; Farmer decision-making; Participation in programmes, co-design, farmer group engagement; Access to extension, credit, markets, climate information",knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services; yields_productivity; income_assets; livelihoods; wellbeing; risk_reduction; resilience_adaptive_capacity,decision_making_planning; resilience_adaptive_capacity,behavioral_change;decision_making_planning;knowledge_awareness_learning,knowledge_awareness_learning; decision_making_planning; uptake_adoption; participation_coproduction; institutional_governance,,,no,no,no,no,no,partial,partial,partial,no,partial,partial,no,partial,no,no,no,no,no,no,no,both_empty
10.1080/17565529.2017.1411240,data_sources,multivalue,surveys; secondary data,surveys; participatory_methods,surveys; participatory_methods,surveys,surveys; participatory_methods,,,partial,partial,partial,partial,no,yes,partial,yes,no,partial,yes,no,partial,no,no,no,no,no,no,no,both_empty
10.1080/17565529.2017.1411240,country_region,freetext,Vietnam,Vietnam,Vietnam,Vietnam; Central Vietnam,Central Vietnam,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
10.1080/17565529.2017.1411240,adaptation_focus,freetext,Crop management practices; Crop varieties and genetics; Livestock management; Water management and irrigation; Livelihood diversification; Climate information and advisory services,"adjusting the season calendar, using tolerant varieties and breeds, applying integrated crop production models, income diversification",capacity to respond to climate change and psychological factors,Adaptation capacity and strategies at farm level,"""Four factors were found to be significant (p < .05) in influencing the spread of adaptation measures (AMs) farmers adopted: farm income, the number of available information sources, number of workers on the farm, and farmable land available during the summer season.""",,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
10.1080/17565529.2017.1411240,indicators_measured,freetext,Adoption rate; Income; Information access; Labor; Land; Climate impact severity,"farm income, number of available information sources, number of workers on the farm, farmable land during summer season",perceived risk (scale); self-efficacy (scale); adaptation efficacy (scale),"Income generating from farming, availability of labour, size of land, perceptions about climatic changes and adaptive measurements","Primary school (grade from 1-5); 
Secondary school (grade from 6-9); 
High school (grade from 10-12)	; 
Number of member of household (person); 
Number of workers (person); 
Number of workers on the farm (person); 
Gender of the head of household; 
Age of the head of household (age); 
Farmable land available in winter season; 
Farmable land available in summer season ;
Farm income (million, VND); 
Non-farm income (million, VND); 
Number of available information sources	; 
Training participation; 
Accessing much information; 
Accessing average information; 
Accessing little information",,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
10.1080/17565529.2017.1411240,strengths_and_limitations,freetext,"Strength: <none mentioned>; Limitations: <The low variance of the variables included in this study may indicate that other variables, not included, could be important in explaining the diversification of adaptation in agriculture to climate change>",Strength: The study provides insights into the adaptive capacity of smallholder farmers in a specific region. Limitation: The cross-sectional nature limits understanding long-term impacts.,Strength: Psychological focus. Limitation: Single community.,"(Strength) mixed method approach makes the study valuable. (Limitation) Sample is very small, limiting external validity.","Strengths: ""The findings of this study show that farmers are highly aware of climate risk and of how this impacts their livelihoods. Most of the farmers are already adapting quite extensively but this likely remains rather conservative and dependent on the agricultural cooperative or local government.....Our study adds to this that in order to understand smallholder farmers’ motivations to respond to climate change their understanding of climate change and its socio-economic impacts need to be investigated as well."" ; Limitations: N/A",,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
10.1080/17565529.2017.1411240,lessons_learned,freetext,"<Planned adaptation efforts should be combined with the autonomous adaptation measures farmers are already implementing, and these strategies should be co-created and integrated into state development planning and local or district policies; To ensure the success of agricultural adaptation strategies, policymakers must make farmers' personal motivations and socioeconomic conditions their primary consideration rather than ignoring them; The government needs to invest in agricultural research and development, disseminate appropriate and affordable technologies to smallholder farmers, and actively promote market development; Providing tailor-made training courses and facilitating communication between peers, neighbors, and cooperatives is recommended to foster continuous social learning, which will likely improve overall adaptive capacity and resilience>",Understanding local perceptions and barriers to adaptation is crucial for developing effective climate change adaptation strategies.,Perceived barriers significantly hinder adaptation intent.,This study improves insight through mixed method approach but cross-sectional data limits inference.,"""Besides that, the government will need to support research and development in the agricultural sector, disseminate appropriate technologies, ensure that cheap technologies are available to smallholder farmers and promote market development. More specifically, increasing the roles of stakeholders in the community through, for example, CBO will be critical in increasing farmer’s capacity and promoting continuous social learning to adapt to climate change.""",,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
